cluster	gene
EN13	Glipr1l2
EN13	Dyrk2
EN13	Mir8104
EN13	Kif5a
EN13	Rdh7
EN13	Apon
EN13	Apof
EN13	Olfr791
EN13	2810471M01Rik
EN13	Mir216b
EN13	Prop1
EN13	Skp1a
EN13	Btnl10
EN13	Pemt
EN13	9630013K17Rik
EN13	Pik3r5
EN13	Ccdc42
EN13	Cyb5d1
EN13	Mink1
EN13	4930401O10Rik
EN13	Slc13a5
EN13	Cluh
EN13	Poldip2
EN13	Myo1d
EN13	Synrg
EN13	4930502E09Rik
EN13	4930556N13Rik
EN13	Hoxb1
EN13	Gm11529
EN13	Gm11938
EN13	Mlx
EN13	Wnk4
EN13	Rundc1
EN13	Cd300lg
EN13	Mpp2
EN13	Slc25a39
EN13	Mir6930
EN13	Fam171a2
EN13	March10
EN13	Map2k6
EN13	Sstr2
EN13	Snhg20
EN13	Afmid
EN13	Mir3065
EN13	2410004P03Rik
EN13	Twist1
EN13	Ispd
EN13	Sptssa
EN13	Nin
EN13	4930447C04Rik
EN13	D830013O20Rik
EN13	Syt16
EN13	Dpf3
EN13	Angel1
EN13	Ism2
EN13	Galc
EN13	Psmc1
EN13	Tcl1b2
EN13	Mir665
EN13	Mir154
EN13	Mir409
EN13	Mir412
EN13	Mir3073a
EN13	Pou6f2
EN13	Nme8
EN13	Agtr1a
EN13	4930519D14Rik
EN13	Serpinb9
EN13	Ppp1r3g
EN13	4930550C17Rik
EN13	4921517D22Rik
EN13	Gm3604
EN13	Brd9
EN13	4833422C13Rik
EN13	Bhmt2
EN13	Dmgdh
EN13	Sv2c
EN13	Gm5086
EN13	Cartpt
EN13	Naip7
EN13	Depdc1b
EN13	Gm3696
EN13	Flnb
EN13	Sh3bp5
EN13	Styx
EN13	Rem2
EN13	Psmb5
EN13	4930579G18Rik
EN13	Cma1
EN13	Mir124a-1hg
EN13	Piwil2
EN13	Dmtn
EN13	Zc3h13
EN13	Prr30
EN13	LOC105245869
EN13	March11
EN13	Fam105a
EN13	Snhg18
EN13	Mal2
EN13	Klhl38
EN13	Top1mt
EN13	Plec
EN13	Tonsl
EN13	1700109K24Rik
EN13	Cby1
EN13	Tob2
EN13	Polr3h
EN13	Yaf2
EN13	Rnd1
EN13	Ccdc65
EN13	Troap
EN13	C330013E15Rik
EN13	Mir6961
EN13	Rtn4r
EN13	Fam131a
EN13	Snora81
EN13	Nrros
EN13	Tnk2os
EN13	1600019K03Rik
EN13	Ildr1
EN13	Cox17
EN13	Lsamp
EN13	Mir6540
EN13	Dzip3
EN13	Olfr199
EN13	Epha3
EN13	Zfp654
EN13	Synj1
EN13	Dnajc28
EN13	Slc5a3
EN13	Dscam
EN13	4930517M08Rik
EN13	Ldhal6b
EN13	Afdn
EN13	Lix1
EN13	Zfp160
EN13	Vmn1r236
EN13	Cldn6
EN13	Fam195a
EN13	Mir3083
EN13	Mapk13
EN13	BC004004
EN13	Tbc1d22b
EN13	Tff3
EN13	Akap8
EN13	Daxx
EN13	AA388235
EN13	Stk19
EN13	H2-T24
EN13	H2-M10.5
EN13	Rn45s
EN13	Gm7325
EN13	Rsph9
EN13	Rpl7l1
EN13	Prph2
EN13	Efna5
EN13	Galnt14
EN13	Slc8a1
EN13	Ston1
EN13	4933424G05Rik
EN13	Cdh2
EN13	Celf4
EN13	4930471G03Rik
EN13	Slc4a9
EN13	Pcdha11
EN13	Pcdhga2
EN13	Pcdhga3
EN13	Fgf1
EN13	2900055J20Rik
EN13	Prelid2
EN13	1700066O22Rik
EN13	Katnal2
EN13	Txnl4a
EN13	Galr1
EN13	Cyb5a
EN13	Adrbk1
EN13	Rhod
EN13	Brms1
EN13	Uqcc3
EN13	Fads3
EN13	Pga5
EN13	Osbp
EN13	Olfr1423
EN13	A330040F15Rik
EN13	Olfr1444
EN13	Olfr1502
EN13	Pcsk5
EN13	Pdcd1lg2
EN13	Cyp2c55
EN13	Aldh18a1
EN13	Mir5114
EN13	Sfxn3
EN13	Pitx3
EN13	Cuedc2
EN13	B230217O12Rik
EN13	Nanos1
EN13	Rpp38
EN13	Gm13315
EN13	Ccdc183
EN13	Camsap1
EN13	Mir126a
EN13	Snhg7
EN13	Rexo4
EN13	Mir133c
EN13	Prdm12
EN13	Zeb2os
EN13	1700019E08Rik
EN13	Cd302
EN13	Abcb11
EN13	Dhrs9
EN13	Mettl5
EN13	Tlk1
EN13	Mtx2
EN13	Sestd1
EN13	Nckap1
EN13	Slc43a1
EN13	Olfr998
EN13	Dgkz
EN13	Slc1a2
EN13	Cd59a
EN13	Them7
EN13	Olfr1280
EN13	Olfr1316
EN13	Nop10
EN13	Aven
EN13	Ltk
EN13	Ppip5k1
EN13	Spata5l1
EN13	4930517E11Rik
EN13	AI847159
EN13	Slc20a1
EN13	Pced1a
EN13	Prnp
EN13	Cds2
EN13	Mgme1
EN13	Ovol2
EN13	Xkr7
EN13	Bpifa2
EN13	Dynlrb1
EN13	Rbl1
EN13	Cass4
EN13	Osbpl2
EN13	Mir124a-3
EN13	1810022K09Rik
EN13	Mir124-2hg
EN13	Trim55
EN13	Prkci
EN13	Pcdh18
EN13	Slc7a11
EN13	Lhfp
EN13	F630111L10Rik
EN13	Rap2b
EN13	Lxn
EN13	Pdgfc
EN13	Etv3
EN13	Adar
EN13	Arnt
EN13	Mrps21
EN13	Sv2a
EN13	Hfe2
EN13	Ankrd34a
EN13	Nudt17
EN13	Reg4
EN13	Ampd1
EN13	Fam19a3
EN13	Tmigd3
EN13	Cept1
EN13	Amy1
EN13	Egf
EN13	Msh4
EN13	Tmem55a
EN13	Decr1
EN13	Mir6400
EN13	1110017D15Rik
EN13	Fam219aos
EN13	Ccl27a
EN13	Gm3893
EN13	Fam205c
EN13	Olfr156
EN13	Tdrd7
EN13	1700018C11Rik
EN13	Ccdc171
EN13	Ifna15
EN13	Usp24
EN13	Ttc22
EN13	Mir6397
EN13	Nrd1
EN13	Urod
EN13	Cdca8
EN13	Dnali1
EN13	Csmd2
EN13	Tlr12
EN13	Eif3i
EN13	Hcrtr1
EN13	Snora16a
EN13	Sesn2
EN13	Gpatch3
EN13	Gpn2
EN13	Hmgn2
EN13	Mtfr1l
EN13	Rsrp1
EN13	Lypla2
EN13	Ece1
EN13	Pla2g2c
EN13	Pla2g2e
EN13	Atp13a2
EN13	Ddi2
EN13	Exosc10
EN13	Zbtb48
EN13	Ccdc27
EN13	Arhgef16
EN13	Pex10
EN13	Fndc10
EN13	Fam132a
EN13	Tnfrsf4
EN13	Gm10560
EN13	Pclo
EN13	Abcf2
EN13	Gpn1
EN13	Mir3097
EN13	Hgfac
EN13	Stx18
EN13	Uchl1os
EN13	Commd8
EN13	Corin
EN13	Cwh43
EN13	Usp46
EN13	Mthfd2l
EN13	Fras1
EN13	Klhl8
EN13	Ube2d2b
EN13	Pus1
EN13	Ttc28
EN13	Triap1
EN13	Arpc3
EN13	Pitpnm2os1
EN13	Rflna
EN13	Piwil1
EN13	Adgrd1
EN13	Kctd7
EN13	Hspb1
EN13	Mir8116
EN13	Foxk1
EN13	Tecpr1
EN13	Phf14
EN13	Vwde
EN13	Cadps2
EN13	Mir183
EN13	1700012C14Rik
EN13	Cpa2
EN13	Mir29a
EN13	Mir29b-1
EN13	Dgki
EN13	Ndufb2
EN13	Tas2r137
EN13	Olfr460
EN13	Clec5a
EN13	Moxd2
EN13	Tra2a
EN13	Scrn1
EN13	Gprin3
EN13	Dctn1
EN13	Mxd1
EN13	2610306M01Rik
EN13	Efcc1
EN13	Eefsec
EN13	Chchd4
EN13	4930590J08Rik
EN13	Itpr1
EN13	1700054K19Rik
EN13	Rad18
EN13	Atp2b2
EN13	Fam21
EN13	3110021A11Rik
EN13	C1rl
EN13	P3h3
EN13	Smco3
EN13	D6Ertd474e
EN13	Etfbkmt
EN13	D7Ertd143e
EN13	Mboat7
EN13	Vmn2r29
EN13	Zfp128
EN13	Nanos2
EN13	Zfp296
EN13	Apoc4
EN13	Prr19
EN13	Zfp974
EN13	Lrfn1
EN13	Ifnl3
EN13	Zfp382
EN13	Hpn
EN13	Ptov1
EN13	Tsks
EN13	Irf3
EN13	Tph1
EN13	Ldha
EN13	Gm9962
EN13	Mir344g
EN13	4930554H23Rik
EN13	Otud7a
EN13	Mphosph10
EN13	Pgpep1l
EN13	4930402F11Rik
EN13	Gm29683
EN13	A530021J07Rik
EN13	Gm15413
EN13	Clns1a
EN13	Snord15a
EN13	Olfr585
EN13	Hbb-b1
EN13	Olfr663
EN13	Smpd1
EN13	Arntl
EN13	Tmem159
EN13	Eef2k
EN13	Slx1b
EN13	Sez6l2
EN13	AI467606
EN13	Bckdk
EN13	Nps
EN13	Syce1
EN13	Oraov1
EN13	Atp11a
EN13	Arhgef10
EN13	Defb2
EN13	7420700N18Rik
EN13	Cenpu
EN13	Vegfc
EN13	4930518J21Rik
EN13	Mrpl34
EN13	Colgalt1
EN13	Arhgap10
EN13	Mir24-2
EN13	Mir3074-2
EN13	Gm2694
EN13	4933402J07Rik
EN13	Hsf4
EN13	Tmem208
EN13	Ctrl
EN13	Psmb10
EN13	Phlpp2
EN13	8030455M16Rik
EN13	Ddx19b
EN13	Ldhd
EN13	Cmc2
EN13	Il17c
EN13	Cyba
EN13	Mir7080
EN13	Mir1967
EN13	Kbtbd3
EN13	Trpc6
EN13	Arhgap42
EN13	Cep295
EN13	Cnn1
EN13	Elof1
EN13	Rp9
EN13	Vps26b
EN13	Ncapd3
EN13	Kcnj1
EN13	Pate1
EN13	Robo3
EN13	Olfr922
EN13	Mpzl3
EN13	Mir7086
EN13	Mir130c
EN13	Ube2q2
EN13	Gramd2
EN13	Rab11a
EN13	Rasl12
EN13	Cd109
EN13	Gm2087
EN13	Tpbg
EN13	Snx14
EN13	Atp1b3
EN13	C430002N11Rik
EN13	Apeh
EN13	Mir26a-1
EN13	Cck
EN13	Cyp8b1
EN13	Mir138-1
EN13	AU022751
EN13	Ssx9
EN13	Xk
EN13	Slc25a43
EN13	Mir669m-2
EN13	Gjb1
EN13	Cxcr3
EN13	Jpx
EN13	Nxf7
EN13	Irs4
EN13	Smpx
EN13	Cnksr2
EN13	Rnf138rt1
EN13	Siah1b
EN13	Arhgap6
EN14	Msc
EN14	Rdh10
EN14	Tbc1d8
EN14	Pou3f3
EN14	Nck2
EN14	Tmeff2
EN14	Pecr
EN14	Bcs1l
EN14	Slc4a3
EN14	Pax3
EN14	Serpine2
EN14	Spata3
EN14	1700067G17Rik
EN14	Lrrfip1
EN14	D2hgdh
EN14	Sctr
EN14	Mcm6
EN14	Cd55
EN14	Ren2
EN14	Klhl12
EN14	Tnnt2
EN14	Mir181b-1
EN14	Ier5
EN14	Qsox1
EN14	BC026585
EN14	Gm20743
EN14	Pogk
EN14	1700007P06Rik
EN14	Vash2
EN14	Batf3
EN14	Mir29c
EN14	Adgrg6
EN14	Rpl32l
EN14	C920009B18Rik
EN14	Slc2a12
EN14	Rfx6
EN14	Msl3l2
EN14	Nodal
EN14	Mir7662
EN14	Fam207a
EN14	Tmprss9
EN14	Mterf2
EN14	Stab2
EN14	Hal
EN14	Tmtc3
EN14	1700064J06Rik
EN14	Stac3
EN14	Olfr821
EN14	Sec14l4
EN14	Ykt6
EN14	Rps15a-ps6
EN14	Gm11978
EN14	Ramp3
EN14	Efemp1
EN14	Il9r
EN14	Rhbdf1
EN14	Il12b
EN14	Mir6989
EN14	Btnl9
EN14	Uqcrq
EN14	Gm12260
EN14	Prss38
EN14	Zkscan17
EN14	Nlrp3
EN14	Rnf112
EN14	Alox12b
EN14	Gucy2e
EN14	Tnk1
EN14	Clec10a
EN14	Bcl6b
EN14	Med31
EN14	P2rx5
EN14	Rtn4rl1
EN14	Doc2b
EN14	Bhlha9
EN14	Ankrd13b
EN14	Sdf2
EN14	Gm21975
EN14	Evi2b
EN14	Rab11fip4os2
EN14	Ccl11
EN14	Skap1
EN14	Mllt6
EN14	Lasp1
EN14	Plxdc1
EN14	Gsdma3
EN14	Krtap16-1
EN14	Naglu
EN14	Rdm1
EN14	Mpp3
EN14	Meioc
EN14	Ccdc43
EN14	Mir7223
EN14	Slc16a6
EN14	Dnaic2
EN14	Rab37
EN14	Slc16a5
EN14	Itgb4
EN14	St6galnac1
EN14	Rab10os
EN14	Matn3
EN14	Atp6v1c2
EN14	Cys1
EN14	Slc26a4
EN14	Etv1
EN14	Coch
EN14	Baz1a
EN14	Ralgapa1
EN14	Kcnh5
EN14	Esr2
EN14	Mir1843a
EN14	Rgs6
EN14	Acot5
EN14	Slirp
EN14	Eml5
EN14	Fbln5
EN14	Otub2
EN14	AU015791
EN14	Mir411
EN14	Mir494
EN14	Mir495
EN14	Mir667
EN14	Apopt1
EN14	Mir3073b
EN14	BC022687
EN14	Mir6941
EN14	Ncapg2
EN14	Ptprn2
EN14	Calml3
EN14	Chrm3
EN14	Btn1a1
EN14	Hist1h2bh
EN14	Hist1h3f
EN14	Hist1h2bb
EN14	Slc17a1
EN14	Prl3a1
EN14	Exoc2
EN14	Smim13
EN14	9430083A17Rik
EN14	Ptch1
EN14	Spata31
EN14	9330111N05Rik
EN14	Cmya5
EN14	Homer1
EN14	Pde8b
EN14	Gm3636
EN14	Fhit
EN14	Nkiras1
EN14	Camk2g
EN14	Kcnma1
EN14	Mir7210
EN14	Mustn1
EN14	Mir346
EN14	4930527F14Rik
EN14	Rnase1
EN14	Ang4
EN14	Mettl17
EN14	Tppp2
EN14	Rnase13
EN14	Tnfrsf10b
EN14	Slc39a14
EN14	Fgf17
EN14	Klf5
EN14	Slitrk1
EN14	Gpc5
EN14	Oxgr1
EN14	Farp1
EN14	Rida
EN14	Trib1
EN14	Gm19510
EN14	A1bg
EN14	Gsdmcl1
EN14	Kcnq3
EN14	Ptp4a3
EN14	Mroh4
EN14	Ly6k
EN14	Mroh6
EN14	Fam83h
EN14	Scrib
EN14	Mroh1
EN14	Mfsd3
EN14	Apol7a
EN14	Apol8
EN14	Foxred2
EN14	Ncf4
EN14	Galr3
EN14	1700088E04Rik
EN14	Cacna1i
EN14	Tef
EN14	1700001L05Rik
EN14	Hdac10
EN14	Mir6958
EN14	Prkag1
EN14	1700120C14Rik
EN14	Aqp5
EN14	Acvr1b
EN14	Krt73
EN14	Krt79
EN14	Prr13
EN14	Zfp385a
EN14	Zfp597
EN14	Atf7ip2
EN14	Gm1600
EN14	Tekt5
EN14	Cldn5
EN14	2510002D24Rik
EN14	Hcls1
EN14	Dubr
EN14	Olfr207
EN14	Mrps6
EN14	Psmg1
EN14	1600012H06Rik
EN14	Nme3
EN14	Mslnl
EN14	Jmjd8
EN14	Pdia2
EN14	Ggnbp1
EN14	Ip6k3
EN14	Mir7217
EN14	Kctd20
EN14	Cyp4f41-ps
EN14	Tnxb
EN14	Ly6g6e
EN14	Abcf1
EN14	2410137M14Rik
EN14	9130008F23Rik
EN14	Tdrd6
EN14	Guca1a
EN14	Znrf4
EN14	Ndufv2
EN14	Gm20491
EN14	Adcyap1
EN14	9430020K01Rik
EN14	4930563E18Rik
EN14	B4galt6
EN14	Reep2
EN14	Hdac3
EN14	Fchsd1
EN14	1700086O06Rik
EN14	Pcdh12
EN14	Ythdc2
EN14	1700034E13Rik
EN14	Snx24
EN14	Arsi
EN14	Cdx1
EN14	Ppargc1b
EN14	Zfp532
EN14	Ccbe1
EN14	4930503L19Rik
EN14	Siglec15
EN14	1700030N03Rik
EN14	Mrpl11
EN14	Mir6991
EN14	B3gat3
EN14	C730002L08Rik
EN14	Slc1a1
EN14	Hps1
EN14	Cox15
EN14	Sema4g
EN14	Kazald1
EN14	Pcgf6
EN14	Nrap
EN14	Vwa2
EN14	1810007D17Rik
EN14	Dclre1c
EN14	4930447M23Rik
EN14	Sapcd2
EN14	Pmpca
EN14	Fam163b
EN14	Ncs1
EN14	Prrc2b
EN14	Ptrh1
EN14	Snora65
EN14	Mir181b-2
EN14	Olfml2a
EN14	Tas2r134
EN14	Pla2r1
EN14	Zak
EN14	Gm13944
EN14	Olfr993
EN14	Ptpmt1
EN14	Mybpc3
EN14	Depdc7
EN14	Mir1954
EN14	4930533B01Rik
EN14	Scg5
EN14	Aqr
EN14	Rad51
EN14	Chac1
EN14	Oip5
EN14	Shf
EN14	AA467197
EN14	Slc30a4
EN14	Dut
EN14	Astl
EN14	A730036I17Rik
EN14	Lzts3
EN14	Rspo4
EN14	Acss2os
EN14	Eif6
EN14	Pigt
EN14	Tnnc2
EN14	Slc12a5
EN14	Gm14325
EN14	Gm14327
EN14	Fam217b
EN14	Cables2
EN14	Arfgap1
EN14	Col20a1
EN14	Rgs19
EN14	Pmp2
EN14	Pde7a
EN14	Lrriq4
EN14	Gpr160
EN14	Pik3ca
EN14	Pex5l
EN14	Ccdc39
EN14	Mccc1os
EN14	Gucy1a3
EN14	1700028M03Rik
EN14	Mnd1
EN14	Bglap2
EN14	Arhgef2
EN14	Syt11
EN14	Hcn3
EN14	Clk2
EN14	Krtcap2
EN14	Rorc
EN14	Polr3gl
EN14	Mir7225
EN14	Rhoc
EN14	Fam212b
EN14	Gstm2
EN14	Ntng1
EN14	Bmpr1b
EN14	Fpgt
EN14	Wls
EN14	1110037F02Rik
EN14	Cpne3
EN14	4930548K13Rik
EN14	4930509K18Rik
EN14	Galt
EN14	Msmp
EN14	Gne
EN14	Tmem245
EN14	Rasef
EN14	Gm12709
EN14	Prkaa2
EN14	Lexm
EN14	Cyp4a30b
EN14	Dmbx1
EN14	Dph2
EN14	Mir7226
EN14	Cited4
EN14	Zmpste24
EN14	Bmp8a
EN14	Pou3f1
EN14	Mir698
EN14	1110065P20Rik
EN14	Tmem54
EN14	Lck
EN14	Fam167b
EN14	Adgrb2
EN14	Fabp3
EN14	Grhl3
EN14	Luzp1
EN14	Epha8
EN14	Wnt4
EN14	Usp48
EN14	Sh2d5
EN14	Mfap2
EN14	Slc2a5
EN14	Gabrd
EN14	Cfap74
EN14	Gm13648
EN14	Mir200b
EN14	9430015G10Rik
EN14	Rbm48
EN14	Mnx1
EN14	Fndc4
EN14	Psapl1
EN14	Bloc1s4
EN14	Cc2d2a
EN14	Ldb2
EN14	5830416I19Rik
EN14	Shisa3
EN14	C530008M17Rik
EN14	Rassf6
EN14	Btc
EN14	BC005561
EN14	Lrrc8b
EN14	1700028K03Rik
EN14	Pde6b
EN14	Mfsd7a
EN14	Dgkq
EN14	Acads
EN14	Pop5
EN14	Cit
EN14	Prkab1
EN14	Pptc7
EN14	Fam216a
EN14	Anapc7
EN14	4930572K03Rik
EN14	A330070K13Rik
EN14	Mir7034
EN14	Srrm3
EN14	Mir7035
EN14	Trim56
EN14	C130050O18Rik
EN14	Pms2
EN14	Bhlha15
EN14	8430423G03Rik
EN14	Alox5ap
EN14	Medag
EN14	Gm3704
EN14	Tes
EN14	Ccdc136
EN14	Fam221a
EN14	Vmn1r20
EN14	Snca
EN14	Reep1
EN14	9130221F21Rik
EN14	Ctnna2
EN14	2310069B03Rik
EN14	Tex261
EN14	Mgll
EN14	Gm839
EN14	Prickle2
EN14	Gm15631
EN14	Cntn4
EN14	Srgap3
EN14	Rpl32
EN14	Bid
EN14	Ing4
EN14	Iffo1
EN14	Ltbr
EN14	Tead4
EN14	Clec2g
EN14	Tmem52b
EN14	Galp
EN14	Bbc3
EN14	Ckm
EN14	Zfp93
EN14	Cadm4
EN14	Cd79a
EN14	Atp5sl
EN14	Mir466f-2
EN14	Fbxo27
EN14	Rinl
EN14	Capn12
EN14	Spred3
EN14	Zfp74
EN14	Tbcb
EN14	Alkbh6
EN14	Gpi1
EN14	Chst8
EN14	Egfbp2
EN14	Aspdh
EN14	Josd2
EN14	Cd37
EN14	Rasip1
EN14	Kcnj14
EN14	Gabrg3
EN14	Apba2
EN14	Mctp2
EN14	Fam174b
EN14	Isg20
EN14	Mir9-3
EN14	Wdr73
EN14	2900076A07Rik
EN14	Il16
EN14	4930567K12Rik
EN14	Ucp3
EN14	Mir139
EN14	Inppl1
EN14	Art1
EN14	Olfr569
EN14	Olfr658
EN14	Olfr688
EN14	Tpp1
EN14	A730082K24Rik
EN14	Nucb2
EN14	Cog7
EN14	Prkcb
EN14	3100003L05Rik
EN14	Sgf29
EN14	Gdpd3
EN14	Mir762
EN14	Stx1b
EN14	1700007K09Rik
EN14	Mir6401
EN14	Adgra1
EN14	Utf1
EN14	Caly
EN14	Cyp2e1
EN14	B4galnt4
EN14	Tollip
EN14	Ins2
EN14	A430078G23Rik
EN14	Pcp2
EN14	Gm6524
EN14	Proz
EN14	Adprhl1
EN14	Defb35
EN14	Ikbkb
EN14	Mir486
EN14	Gm5347
EN14	Dctd
EN14	Cep44
EN14	Slc5a5
EN14	Plvap
EN14	Tecr
EN14	Mir1199
EN14	Nanos3
EN14	Klf1
EN14	N4bp1
EN14	Hsd11b2
EN14	Gcsh
EN14	Gm20735
EN14	Cbfa2t3
EN14	Cpne7
EN14	Agt
EN14	Pcnx2
EN14	Gucy1a2
EN14	AV064505
EN14	Ap1m2
EN14	Ccdc159
EN14	Prdm10
EN14	Olfr954
EN14	Olfr957
EN14	Olfr984
EN14	1700110K17Rik
EN14	4930546K05Rik
EN14	Amica1
EN14	Fbxo22
EN14	Ptpn9
EN14	Neil1
EN14	Gm10653
EN14	Uchl4
EN14	Dpp8
EN14	Rps27l
EN14	4930502A04Rik
EN14	Myo5c
EN14	Myo6
EN14	Sh3bgrl2
EN14	Slc35g2
EN14	5830418P13Rik
EN14	Tmem108
EN14	Ppm1m
EN14	Mst1r
EN14	Mst1
EN14	Mir7088
EN14	Nckipsd
EN14	Mir711
EN14	Shisa5
EN14	Trex1
EN14	Ccdc51
EN14	Susd5
EN14	Eif1b
EN14	Trak1
EN14	Zfp445
EN14	Ebp
EN14	Slc38a5
EN14	H2al1j
EN14	Rhox11
EN14	Smarca1
EN14	Mir363
EN14	Mir92-2
EN14	Ids
EN14	Mir2137
EN14	Maged1
EN14	Gspt2
EN14	Nhsl2
EN14	Gm5126
EN14	Taf7l
EN14	Tceal7
EN14	Klhl34
EN15	Snhg6
EN15	Arhgef4
EN15	4930594C11Rik
EN15	Lyg2
EN15	Rfx8
EN15	Il18r1
EN15	Fhl2
EN15	Zdbf2
EN15	Mdh1b
EN15	Sphkap
EN15	Pid1
EN15	Dgkd
EN15	Myeov2
EN15	Ano7
EN15	Gal3st2
EN15	Gm20268
EN15	Marco
EN15	Zp3r
EN15	C4bp-ps1
EN15	Lrrn2
EN15	Ptprv
EN15	Pkp1
EN15	Dennd1b
EN15	B3galt2
EN15	Ncf2
EN15	Pigc
EN15	Fmo2
EN15	Blzf1
EN15	Nos1ap
EN15	Pex19
EN15	Slamf8
EN15	Fcrl6
EN15	Olfr433
EN15	Zbtb18
EN15	Kcnk2
EN15	Hsd11b1
EN15	Cr1l
EN15	Adgb
EN15	Plagl1
EN15	Phactr2
EN15	Aig1
EN15	Gm4922
EN15	Aldh8a1
EN15	Mir6905
EN15	Gm29571
EN15	Gm9767
EN15	Cd24a
EN15	BB019430
EN15	Pcbd1
EN15	Adamts14
EN15	Npffr1
EN15	Hkdc1
EN15	Tet1
EN15	D630013N20Rik
EN15	Upb1
EN15	Spatc1l
EN15	Plpp2
EN15	Metap2
EN15	Epyc
EN15	Gm4489
EN15	Avpr1a
EN15	Olfr780
EN15	Osbp2
EN15	Zmat5
EN15	Cabp7
EN15	Abca13
EN15	Cnrip1
EN15	Gpr75
EN15	Mir218-2
EN15	Thg1l
EN15	Timd4
EN15	Irgm1
EN15	Olfr1391
EN15	Olfr1375
EN15	D930048N14Rik
EN15	Fstl4
EN15	Slc36a2
EN15	Nmur2
EN15	Gm12250
EN15	2810021J22Rik
EN15	1810063I02Rik
EN15	Tnfrsf13b
EN15	Epn2
EN15	Arhgap44
EN15	Tmem220
EN15	Smtnl2
EN15	Tsr1
EN15	Cpd
EN15	Tmigd1
EN15	Myo18a
EN15	Proca1
EN15	Sebox
EN15	Tmem199
EN15	Lgals9
EN15	E230016K23Rik
EN15	Gm11437
EN15	1700109G15Rik
EN15	Car4
EN15	Bcas3os1
EN15	Gm20759
EN15	Ankfn1
EN15	Igf2bp1
EN15	Hoxb7
EN15	Krt24
EN15	Krtap1-4
EN15	Gm11562
EN15	Krt34
EN15	Coa3
EN15	G6pc
EN15	1700006E09Rik
EN15	Taco1
EN15	Smarcd2
EN15	Gh
EN15	Abca6
EN15	Otop3
EN15	Trim80
EN15	Nt5c
EN15	Rhbdf2
EN15	Card14
EN15	Cbr2
EN15	Gm16497
EN15	4930549C15Rik
EN15	Allc
EN15	Gpr22
EN15	Agr3
EN15	Meox2
EN15	Dock4
EN15	G2e3
EN15	Akap6
EN15	Dnaaf2
EN15	Nemf
EN15	F730035M05Rik
EN15	Tomm20l
EN15	Gpx2
EN15	Psen1
EN15	Acot3
EN15	Jdp2
EN15	Dicer1
EN15	Mir493
EN15	Mir433
EN15	Mir136
EN15	Mir539
EN15	Mir544
EN15	Ankrd9
EN15	Zfyve21
EN15	Ppp1r13b
EN15	Tmem179
EN15	D230030E09Rik
EN15	Calm5
EN15	Akr1c6
EN15	Idi2
EN15	Rala
EN15	Mir1896
EN15	Olfr1360
EN15	Hist1h3h
EN15	Hist1h2an
EN15	4930586N03Rik
EN15	Hist1h4d
EN15	Prl
EN15	Tbc1d7
EN15	Nol7
EN15	Rnf182
EN15	Gm20751
EN15	Pcbd2
EN15	Il9
EN15	Spock1
EN15	Mir874
EN15	Spata31d1b
EN15	Mir23b
EN15	Mir24-1
EN15	Zfp493
EN15	Gm10037
EN15	Nkd2
EN15	Exoc3
EN15	Gpr150
EN15	Mctp1
EN15	Mir9-2
EN15	Gm17750
EN15	Otp
EN15	1700029F12Rik
EN15	Map1b
EN15	Gm38397
EN15	Ccno
EN15	4930519K11Rik
EN15	Pde12
EN15	Timm23
EN15	4930503F20Rik
EN15	Bmpr1a
EN15	Ear10
EN15	Ear4
EN15	Rnase2a
EN15	Mettl3
EN15	Mir6948
EN15	Gzmg
EN15	Mir3077
EN15	Adam28
EN15	Nkx3-1
EN15	Mir687
EN15	Lpar6
EN15	Pcdh8
EN15	Pcdh20
EN15	Scel
EN15	Uggt2
EN15	Mbnl2
EN15	Card6
EN15	Prkaa1
EN15	Rad1
EN15	Trhr
EN15	Ext1
EN15	Psca
EN15	Slurp2
EN15	Ift27
EN15	Csf2rb2
EN15	Csf2rb
EN15	Tomm22
EN15	Dnal4
EN15	1810041L15Rik
EN15	AU022754
EN15	B230214G05Rik
EN15	Mir6959
EN15	D630010B17Rik
EN15	4833422M21Rik
EN15	Pced1b
EN15	Dnajc22
EN15	Krt85
EN15	Krt81
EN15	Krt84
EN15	Krt74
EN15	Pfdn5
EN15	Amhr2
EN15	Hoxc6
EN15	Nckap1l
EN15	Rbfox1
EN15	Grin2a
EN15	Tnfrsf17
EN15	Pkp2
EN15	Yars2
EN15	Prodh
EN15	Eif2b5
EN15	9230117E06Rik
EN15	Mir8095
EN15	Kalrn
EN15	Slc15a2
EN15	Mir568
EN15	Nfkbiz
EN15	Robo1
EN15	E330011O21Rik
EN15	Ncam2
EN15	Map3k7cl
EN15	Krtap13-1
EN15	Krtap19-3
EN15	Krtap19-5
EN15	Scaf8
EN15	Fndc1
EN15	Fgfr1op
EN15	6530411M01Rik
EN15	D17Ertd648e
EN15	Agpat4
EN15	Airn
EN15	Mrgprh
EN15	Tcte2
EN15	Smoc2
EN15	4930474M22Rik
EN15	Noxo1
EN15	Prss34
EN15	Wfikkn1
EN15	Mrpl28
EN15	Clpsl2
EN15	Pxt1
EN15	Pi16
EN15	H2-Ea-ps
EN15	Ppt2
EN15	Cfb
EN15	Lta
EN15	Mir6974
EN15	H2-L
EN15	H2-Q1
EN15	Trim10
EN15	Olfr95
EN15	Adgrf4
EN15	4930564C03Rik
EN15	Slc29a1
EN15	Pex6
