cluster	gene
MG1	Hoxb3
MG1	Cbx1
MG1	Pnpo
MG1	Sp2
MG1	Sp6
MG1	Pip4k2b
MG1	Mir8102
MG1	Rpl23
MG1	Med1
MG1	Cdk12
MG1	Casc3
MG1	Cdc6
MG1	Eif1
MG1	Dnajc7
MG1	Stat5b
MG1	Atp6v0a1
MG1	Becn1
MG1	Grn
MG1	Dcakd
MG1	Map3k14
MG1	Arhgap27os3
MG1	Gosr2
MG1	Ftsj3
MG1	Tcam1
MG1	Tex2
MG1	Pecam1
MG1	Milr1
MG1	Polg2
MG1	Cep95
MG1	Arsg
MG1	D11Wsu47e
MG1	Cd300a
MG1	Cd300lb
MG1	Cd300c2
MG1	Cd300ld5
MG1	Cd300ld4
MG1	Cd300lf
MG1	Sumo2
MG1	Slc25a19
MG1	Grb2
MG1	H3f3b
MG1	Trim65
MG1	Jmjd6
MG1	Sept9
MG1	Tmc6
MG1	Tmc8
MG1	6030468B19Rik
MG1	Timp2
MG1	Cant1
MG1	Engase
MG1	Cbx8
MG1	Cbx4
MG1	Sgsh
MG1	Slc26a11
MG1	Mir1932
MG1	Mir6935
MG1	0610009L18Rik
MG1	Sirt7
MG1	Pycr1
MG1	Slc16a3
MG1	1110002L01Rik
MG1	Dnmt3a
MG1	Dnmt3aos
MG1	Atad2b
MG1	Pum2
MG1	Ttc32
MG1	Rock2
MG1	4933406C10Rik
MG1	Heatr5a
MG1	Ppp2r3c
MG1	Gemin2
MG1	Lrr1
MG1	Arf6
MG1	Vcpkmt
MG1	Arid4a
MG1	L3hypdh
MG1	Jkamp
MG1	Slc38a6
MG1	Zfp36l1
MG1	Susd6
MG1	Gm20337
MG1	Srsf5
MG1	Numb
MG1	Ptgr2
MG1	Ylpm1
MG1	Irf2bpl
MG1	Ifi27l2b
MG1	Gskip
MG1	Wdr25
MG1	Pld4
MG1	Fam208b
MG1	Heatr1
MG1	Ero1lb
MG1	Arid4b
MG1	Mplkip
MG1	Hfe
MG1	Hist1h1c
MG1	Mrs2
MG1	Irf4
MG1	Rreb1
MG1	Gm10790
MG1	Hivep1
MG1	Mcur1
MG1	Cd83
MG1	Dtnbp1
MG1	Ninj1
MG1	Card19
MG1	Susd3
MG1	Secisbp2
MG1	Grk6
MG1	Tifab
MG1	Ubqln1
MG1	Isca1
MG1	Etohd2
MG1	Zcchc6
MG1	Ptdss1
MG1	8030423J24Rik
MG1	Sdha
MG1	Arsk
MG1	Fam172a
MG1	Arrdc3
MG1	Ccnh
MG1	Xrcc4
MG1	Mtx3
MG1	Wdr41
MG1	Gtf2h2
MG1	Cd180
MG1	Rnf180
MG1	Ndufaf2
MG1	Snx18
MG1	Parp8
MG1	Zfp131
MG1	Oxsm
MG1	Nr1d2
MG1	Mrps16
MG1	Vdac2
MG1	Comtd1
MG1	Dennd6a
MG1	Selk
MG1	Rft1
MG1	Stab1
MG1	Phf7
MG1	Ncoa4
MG1	Wdfy4
MG1	Arhgap22
MG1	Glud1
MG1	Cdkn3
MG1	Gmfb
MG1	Gch1
MG1	Ap5m1
MG1	Parp2
MG1	Rnase4
MG1	Ang
MG1	Oxa1l
MG1	Slc7a7
MG1	Haus4
MG1	Slc7a8
MG1	Homez
MG1	Psme1
MG1	Irf9
MG1	Ripk3
MG1	Cbln3
MG1	Pspc1
MG1	Zmym2
MG1	Eef1akmt1
MG1	Xpo4
MG1	Cdadc1
MG1	Dleu2
MG1	Dpysl2
MG1	Cdca2
MG1	4930480K23Rik
MG1	Pdlim2
MG1	Lcp1
MG1	Gm4285
MG1	Ccdc122
MG1	Dnajc15
MG1	Kbtbd7
MG1	Elf1
MG1	Sugt1
MG1	Uchl3
MG1	Mir5130
MG1	4933432I03Rik
MG1	Rbm26
MG1	1700100I10Rik
MG1	Mir18
MG1	Gpr183
MG1	A330035P11Rik
MG1	Tm9sf2
MG1	A630020A06
MG1	BC037032
MG1	Rpl37
MG1	Basp1
MG1	Fam134b
MG1	Rpl30
MG1	Zfp706
MG1	Mir6951
MG1	Atp6v1c1
MG1	AU022793
MG1	Oxr1
MG1	Deptor
MG1	Tmem71
MG1	Cyth4
MG1	Mfng
MG1	Sh3bp1
MG1	Tmem184b
MG1	D730005E14Rik
MG1	Rpl3
MG1	Snord43
MG1	Slc25a17
MG1	Smdt1
MG1	Nfam1
MG1	Serhl
MG1	Cerk
MG1	Miox
MG1	Mir7648
MG1	Gxylt1
MG1	Irak4
MG1	Scaf11
MG1	Senp1
MG1	4930415O20Rik
MG1	Fmnl3
MG1	Tmbim6
MG1	Cox14
MG1	Slc11a2
MG1	Tfcp2
MG1	Smagp
MG1	Bin2
MG1	Cela1
MG1	Mfsd5
MG1	Cbx5
MG1	Gm10052
MG1	BC048502
MG1	4930455F16Rik
MG1	Nmral1
MG1	Mgrn1
MG1	Ubn1
MG1	Litaf
MG1	Snn
MG1	2610020C07Rik
MG1	Cebpd
MG1	Gm24572
MG1	Klhl6
MG1	Abcf3
MG1	Gm16863
MG1	Senp2
MG1	Opa1
MG1	Atp13a3
MG1	Bex6
MG1	Tctex1d2
MG1	Snx4
MG1	Atp6v1a
MG1	Cd47
MG1	Mir6363
MG1	Trmt10c
MG1	Nit2
MG1	Samsn1
MG1	4930578N18Rik
MG1	Nrip1
MG1	Mir99ahg
MG1	4930404I05Rik
MG1	Atp5o
MG1	Runx1
MG1	Morc3
MG1	Dyrk1a
MG1	Arid1b
MG1	Gtf2h5
MG1	Tagap1
MG1	Rps6ka2
MG1	Tagap
MG1	Ccr6
MG1	Qk
MG1	Pnldc1
MG1	Rgmb
MG1	Ppp2r1a
MG1	Zfp942
MG1	Hcfc1r1
MG1	Atp6v0c
MG1	E4f1
MG1	Gfer
MG1	Crebrf
MG1	Hmga1
MG1	AI413582
MG1	Rpl10a
MG1	Mapk14
MG1	Trp53cor1
MG1	Rasal3
MG1	A530088E08Rik
MG1	Zfp871
MG1	Myo1f
MG1	Tapbp
MG1	H2-Ke6
MG1	H2-Oa
MG1	Tap2
MG1	H2-Ab1
MG1	H2-Aa
MG1	Pbx2
MG1	Agpat1
MG1	Zbtb12
MG1	Hspa1b
MG1	Msh5
MG1	Clic1
MG1	G6bos
MG1	Abhd16a
MG1	Lst1
MG1	Ltb
MG1	Mir6973a
MG1	H2-Q8
MG1	Mdc1
MG1	Atat1
MG1	Ppp1r10
MG1	Mir1894
MG1	2410017I17Rik
MG1	Olfr99
MG1	Mad2l1bp
MG1	Gltscr1l
MG1	1700001C19Rik
MG1	Ccnd3
MG1	Prickle4
MG1	Trem2
MG1	Apobec2
MG1	Mir669a-9
MG1	Sgol1
MG1	4932415M13Rik
MG1	Ubxn6
MG1	Alkbh7
MG1	Dennd1c
MG1	Tnfsf14
MG1	Vav1
MG1	Pja2
MG1	Wash1
MG1	Zbtb14
MG1	Myl12b
MG1	Smchd1
MG1	Gpatch11
MG1	Cebpzos
MG1	Cdkl4
MG1	Map4k3
MG1	Gm19689
MG1	4933433H22Rik
MG1	Prepl
MG1	Rhoq
MG1	Mcfd2
MG1	Msh6
MG1	Crem
MG1	Cables1
MG1	Mir1901
MG1	Ss18
MG1	Zfp35
MG1	Bin1
MG1	Gm10548
MG1	Cdc25c
MG1	Kdm3b
MG1	Matr3
MG1	Ecscr
MG1	1700066B19Rik
MG1	Tmem173
MG1	Pcdhga1
MG1	Pcdhga8
MG1	Pcdhgb5
MG1	Mir6980
MG1	Ticam2
MG1	Srfbp1
MG1	Snx2
MG1	Dctn4
MG1	Cd74
MG1	Mir6983
MG1	Adrb2
MG1	Malt1
MG1	Tubb6
MG1	Smad7
MG1	Pias2
MG1	Zfp516
MG1	Socs6
MG1	Cpt1a
MG1	Lrp5
MG1	Aldh3b1
MG1	Pitpnm1
MG1	Aip
MG1	Tmem134
MG1	Rps6kb2
MG1	Rad9a
MG1	Clcf1
MG1	Clcf1-pold4
MG1	Pold4
MG1	Ctsf
MG1	D330050I16Rik
MG1	AI837181
MG1	Cfl1
MG1	Sipa1
MG1	Pcnx3
MG1	Map3k11
MG1	Ehbp1l1
MG1	Sssca1
MG1	Frmd8
MG1	Pola2
MG1	Vps51
MG1	Cdca5
MG1	Map4k2
MG1	Ppp1r14b
MG1	Trpt1
MG1	Fermt3
MG1	Eef1g
MG1	Tmem258
MG1	Tmem138
MG1	Tkfc
MG1	Slc15a3
MG1	Ms4a7
MG1	Pfpl
MG1	Dtx4
MG1	Lpxn
MG1	Gna14
MG1	Foxb2
MG1	Dock8
MG1	Rfx3
MG1	A930007I19Rik
MG1	Ifit1
MG1	Hhex
MG1	Noc3l
MG1	Mir8092
MG1	Pik3ap1
MG1	Ubtd1
MG1	Slc25a28
MG1	9130011E15Rik
MG1	Nolc1
MG1	As3mt
MG1	Taf5
MG1	Itprip
MG1	Shoc2
MG1	Fam204a
MG1	Eif3a
MG1	Csf2ra
MG1	Suv39h2
MG1	Cdnf
MG1	Fam107b
MG1	Pter
MG1	Nsun6
MG1	Plxdc2
MG1	Pip4k2a
MG1	4930426L09Rik
MG1	Msrb2
MG1	Apbb1ip
MG1	Mastl
MG1	Psd4
MG1	AA543186
MG1	Man1b1
MG1	C330006A16Rik
MG1	Med22
MG1	Rpl7a
MG1	Vav2
MG1	Rapgef1
MG1	Set
MG1	Nup214
MG1	Fam102a
MG1	St6galnac4
MG1	Sh2d3c
MG1	Zbtb34
MG1	Mapkap1
MG1	AI182371
MG1	Wdr38
MG1	Rpl35
MG1	Orc4
MG1	Mmadhc
MG1	Arl6ip6
MG1	Wdsub1
MG1	Ifih1
MG1	Ubr3
MG1	Hat1
MG1	Itga6
MG1	Pdk1
MG1	Sp3
MG1	Gpr155
MG1	Wipf1
MG1	Ttc30a1
MG1	Plekha3
MG1	Itgav
MG1	Celf1
MG1	Spi1
MG1	Phf21a
MG1	Prdm11
MG1	Gm10804
MG1	Ehf
MG1	Nat10
MG1	Emc7
MG1	Arhgap11a
MG1	Bub1b
MG1	Spint1
MG1	Ehd4
MG1	4931402G19Rik
MG1	Lcmt2
MG1	B2m
MG1	Sqrdl
MG1	Trpm7
MG1	Ncaph
MG1	Itpripl1
MG1	Bcl2l11
MG1	Zc3h6
MG1	Il1a
MG1	Sirpa
MG1	Snrpb
MG1	Ap5s1
MG1	Pank2
MG1	Snord17
MG1	Pet117
MG1	Xrn2
MG1	Cst3
MG1	Angpt4
MG1	Mir1953
MG1	Fam110a
MG1	Hck
MG1	2500004C02Rik
MG1	Dnmt3b
MG1	Mapre1
MG1	Snta1
MG1	Rbm12
MG1	5430405H02Rik
MG1	1110008F13Rik
MG1	Tgm2
MG1	Zhx3
MG1	Ift52
MG1	Tox2
MG1	Serinc3
MG1	Neurl2
MG1	Elmo2
MG1	Slc9a8
MG1	Ube2v1
MG1	Cstf1
MG1	Rtfdc1
MG1	Rbm38
MG1	Zbp1
MG1	Pmepa1
MG1	Ppp4r1l-ps
MG1	Ctsz
MG1	Slmo2
MG1	Dnajc5
MG1	C030034L19Rik
MG1	Pag1
MG1	Cpb1
MG1	Mccc1
MG1	Maml3
MG1	Proser1
MG1	Ufm1
MG1	Ccdc169
MG1	Rnf13
MG1	P2ry13
MG1	P2ry12
MG1	Sucnr1
MG1	Ccnl1
MG1	Tlr2
MG1	Fbxw7
MG1	Fcrl1
MG1	Smg5
MG1	Lamtor2
MG1	2810403A07Rik
MG1	Rit1
MG1	Ube2q1
MG1	Il6ra
MG1	1700094D03Rik
MG1	Tpm3
MG1	Dennd4b
MG1	Oaz3
MG1	Lysmd1
MG1	Tnfaip8l2
MG1	Gabpb2
MG1	Bcl9
MG1	Fmo5
MG1	Gm5544
MG1	Man1a2
MG1	St7l
MG1	Gm5547
MG1	Wdr77
MG1	Ahcyl1
MG1	Fam102b
MG1	Cdc14a
MG1	Trmt13
MG1	Ap1ar
MG1	H2afz
MG1	Dapp1
MG1	Trmt10a
MG1	Metap1
MG1	Rap1gds1
MG1	Pkn2
MG1	Odf2l
MG1	Rpf1
MG1	Pigk
MG1	Srsf11
MG1	Mir3471-2
MG1	Lyn
MG1	Plekhf2
MG1	Osgin2
MG1	A530072M11Rik
MG1	Manea
MG1	Map3k7
MG1	Bach2os
MG1	Ube2j1
MG1	Akirin2
MG1	Dnaja1
MG1	Mir207
MG1	B4galt1
MG1	Mir5123
MG1	Bag1
MG1	Chmp5
MG1	Creb3
MG1	Polr1e
MG1	Nans
MG1	Trim14
MG1	Galnt12
MG1	Nipsnap3b
MG1	Abca1
MG1	Mir32
MG1	Ptgr1
MG1	4933430I17Rik
MG1	Akna
MG1	Whrn
MG1	Tmem268
MG1	Tlr4
MG1	Ifnb1
MG1	Klhl9
MG1	Plaa
MG1	Jak1
MG1	Zyg11b
MG1	Coa7
MG1	Eps15
MG1	Tal1
MG1	Pdzk1ip1
MG1	Efcab14
MG1	Mob3c
MG1	Akr1a1
MG1	Toe1
MG1	Btbd19
MG1	Zfp69
MG1	Smap2
MG1	Trit1
MG1	Ndufs5
MG1	Snip1
MG1	Csf3r
MG1	Mrps15
MG1	Stk40
MG1	Zbtb8os
MG1	Phactr4
MG1	Med18
MG1	Ptafr
MG1	Themis2
MG1	Fgr
MG1	Wasf2
MG1	Nr0b2
MG1	Pigv
MG1	Cd52
MG1	Ubxn11
MG1	Paqr7
MG1	Ncmap
MG1	C1qb
MG1	C1qc
MG1	C1qa
MG1	Cdc42
MG1	Capzb
MG1	Padi2
MG1	Szrd1
MG1	Epha2
MG1	Casp9
MG1	Tnfrsf1b
MG1	Srm
MG1	Pgd
MG1	Pik3cd
MG1	Gpr157
MG1	Errfi1
MG1	5830444B04Rik
MG1	Gnb1
MG1	Nadk
MG1	Atad3aos
MG1	Cdk6
MG1	Crot
MG1	A630072M18Rik
MG1	Gsap
MG1	Asb10
MG1	Rheb
MG1	Il6
MG1	Mir5625
MG1	Eif2b4
MG1	Zfp513
MG1	Rbks
MG1	Haus3
MG1	Tnip2
MG1	Nop14
MG1	Tbc1d14
MG1	Mrfap1
MG1	Bod1l
MG1	Clrn2
MG1	Sepsecs
MG1	Rhoh
MG1	Rbm47
MG1	Scfd2
MG1	Chic2
MG1	Jchain
MG1	Cox18
MG1	Ankrd17
MG1	Cxcl10
MG1	Nup54
MG1	Scarb2
MG1	Ccni
MG1	Cnot6l
MG1	Mrpl1
MG1	Anxa3
MG1	Hnrnpd
MG1	Aff1
MG1	Mir5619
MG1	Zfp951
MG1	Gbp9
MG1	Chfr
MG1	Golga3
MG1	Ulk1
MG1	Hps4
MG1	Cmklr1
MG1	Sart3
MG1	Tmem119
MG1	Selplg
MG1	Trpv4
MG1	Rpl37rt
MG1	Mlec
MG1	Rnf10
MG1	Pxn
MG1	Taok3
MG1	Tpcn1
MG1	Acad12
MG1	Ppp1cc
MG1	Hvcn1
MG1	Morn3
MG1	Mlxip
MG1	Zcchc8
MG1	Rsrc2
MG1	2810006K23Rik
MG1	Tmed2
MG1	Eif2b1
MG1	Atp6v0a2
MG1	Slc15a4
MG1	Vkorc1l1
MG1	Gusb
MG1	Rabgef1
MG1	Ncf1
MG1	Lat2
MG1	Wbscr22
MG1	Tbl2
MG1	Bcl7b
MG1	Baz1b
MG1	Alkbh4
MG1	Gm20605
MG1	Pilra
MG1	Mir106b
MG1	BC037034
MG1	6330418K02Rik
MG1	Stag3
MG1	3110082I17Rik
MG1	Mafk
MG1	Card11
MG1	Tnrc18
MG1	Rnf216
MG1	Rbak
MG1	Daglb
MG1	Rac1
MG1	Usp42
MG1	Ccz1
MG1	Arpc1b
MG1	Cdk8
MG1	Ubl3
MG1	Bet1
MG1	Rpa3
MG1	A430035B10Rik
MG1	Ing3
MG1	Kcp
MG1	Irf5
MG1	Tspan33
MG1	Nrf1
MG1	Plxna4os1
MG1	Ubn2
MG1	4930599N23Rik
MG1	Slc37a3
MG1	Zyx
MG1	Ezh2
MG1	Pdia4
MG1	Cbx3
MG1	Skap2
MG1	Hoxa6
MG1	Nt5c3
MG1	Hpgds
MG1	Mir8112
MG1	Chmp3
MG1	Kdm3a
MG1	Pole4
MG1	Zfp638
MG1	Rab11fip5
MG1	Tgfa
MG1	2310040G24Rik
MG1	Slc6a6
MG1	AY512915
MG1	Ppp4r2
MG1	Irak2
MG1	Atg7
MG1	Tmem72
MG1	Ccdc77
MG1	Kdm5a
MG1	Il17ra
MG1	LOC215458
MG1	Apobec1
MG1	Foxj2
MG1	C3ar1
MG1	Mir141
MG1	Mir200c
MG1	Ptpn6
MG1	Grcc10
MG1	Zfp384
MG1	Vamp1
MG1	Tnfrsf1a
MG1	Cd9
MG1	Dyrk4
MG1	Clec12a
MG1	Dusp16
MG1	Lrmp
MG1	Bhlhe41
MG1	Itpr2
MG1	Med21
MG1	Amn1
MG1	Leng1
MG1	Tsen34
MG1	Rps9
MG1	Pirb
MG1	Lilra5
MG1	Ppp1r12c
MG1	Ppp6r1
MG1	Tmem150b
MG1	Kmt5c
MG1	Isoc2a
MG1	Zfp865
MG1	U2af2
MG1	Zfp110
MG1	Dhx34
MG1	C5ar2
MG1	Vasp
MG1	Clptm1
MG1	Pinlyp
MG1	Pou2f2
MG1	Ceacam1
MG1	B9d2
MG1	Tgfb1
MG1	Snrpa
MG1	AF357399
MG1	Zfp36
MG1	Med29
MG1	Paf1
MG1	Ryr1
MG1	Kcnk6
MG1	Wdr62
MG1	Tyrobp
MG1	Hcst
MG1	Nfkbid
MG1	Rbm42
MG1	Usf2
MG1	Gramd1a
MG1	Pdcd2l
MG1	Lsm14a
MG1	Cebpg
MG1	Ccne1
MG1	Cd33
MG1	Zfp658
MG1	Gm21948
MG1	Pnkp
MG1	Nosip
MG1	Rcn3
MG1	Snord35b
MG1	Snord34
MG1	Snord32a
MG1	Pih1d1
MG1	Kcna7
MG1	Ftl1
MG1	0610005C13Rik
MG1	Rpl18
MG1	Cyth2
MG1	Emp3
MG1	Ccdc114
MG1	Herc2
MG1	Ube3a
MG1	Peg12
MG1	Mtmr10
MG1	Chsy1
MG1	Mef2a
MG1	Klhl25
MG1	Zfp710
MG1	Gm21057
MG1	Sec11a
MG1	Tm6sf1
MG1	Ctsc
MG1	E230029C05Rik
MG1	Ddias
MG1	Prcp
MG1	Kctd21
MG1	Acer3
MG1	Mir326
MG1	Relt
MG1	Tomt
MG1	Lamtor1
MG1	Trim21
MG1	Olfm5
MG1	Trim30a
MG1	Fam160a2
MG1	Gvin1
MG1	Snora3
MG1	4933406I18Rik
MG1	Pde3b
MG1	Rps15a
MG1	Itpripl2
MG1	Coq7
MG1	Dctn5
MG1	Il4ra
MG1	Il21r
MG1	Gtf3c1
MG1	Tufm
MG1	Atxn2l
MG1	Mir7059
MG1	Bola2
MG1	Tbx6
MG1	Ppp4c
MG1	Itgam
MG1	Itgax
MG1	Armc5
MG1	Plekha1
MG1	Mir7061
MG1	Dock1
MG1	5830432E09Rik
MG1	Bnip3
MG1	Stk32c
MG1	Mir7686
MG1	Zfp511
MG1	Mtg1
MG1	Rnh1
MG1	Phrf1
MG1	Rplp2
MG1	Pnpla2
MG1	Cd151
MG1	Ctsd
MG1	Syt8
MG1	Tnni2
MG1	Nadsyn1
MG1	Ccnd1
MG1	Mir3962
MG1	Ccl25
MG1	Arglu1
MG1	E230013L22Rik
MG1	Ing1
MG1	Tmco3
MG1	Upf3a
MG1	Cln8
MG1	Agpat5
MG1	Alg11
MG1	Vdac3
MG1	Adam3
MG1	Hgsnat
MG1	Saraf
MG1	Ppp1r3b
MG1	B430010I23Rik
MG1	Irf2
MG1	Trappc11
MG1	Rwdd4a
MG1	Aga
MG1	Hpgd
MG1	Clcn3
MG1	Zfp963
MG1	Gmip
MG1	Ssbp4
MG1	Lrrc25
MG1	Gdf15
MG1	Ifi30
MG1	Il12rb1
MG1	Use1
MG1	Ocel1
MG1	Tmem221
MG1	Rab8a
MG1	Klf2
MG1	Med26
MG1	Gm4890
MG1	Anapc10
MG1	Smarca5
MG1	Usp38
MG1	Inpp4b
MG1	Mgat4d
MG1	Rfx1
MG1	Mir23a
MG1	Mir27a
MG1	Rad23a
MG1	Calr
MG1	Wdr83
MG1	Man2b1
MG1	Lpcat2
MG1	Katnb1
MG1	Tk2
MG1	Cklf
MG1	Cmtm3
MG1	D230025D16Rik
MG1	Slc9a5
MG1	Nfatc3
MG1	Pla2g15
MG1	Zfp90
MG1	Cotl1
MG1	Usp10
MG1	Gse1
MG1	Banp
MG1	Cdt1
MG1	Ankrd11
MG1	Chmp1a
MG1	Vps9d1
MG1	Fanca
MG1	Afg3l1
MG1	Nup133
MG1	Urb2
MG1	Casp1
MG1	Ccdc82
MG1	Ankrd49
MG1	Mre11a
MG1	Gm25500
MG1	Olfr18
MG1	Fbxl12os
MG1	Pin1
MG1	Icam1
MG1	Tyk2
MG1	Slc44a2
MG1	Mir7084
MG1	St14
MG1	Foxred1
MG1	Stt3a
MG1	Hinfp
MG1	Vps11
MG1	Hyou1
MG1	Rps25
MG1	Il10ra
MG1	Plet1os
MG1	Atm
MG1	Rab39
MG1	Psma4
MG1	Hmg20a
MG1	1700017B05Rik
MG1	Scamp2
MG1	Csk
MG1	Gm20199
MG1	Gm5122
MG1	Smad6
MG1	Dennd4a
MG1	Pdcd7
MG1	Fam96a
MG1	Gclc
MG1	Elovl5
MG1	Mb21d1
MG1	Mto1
MG1	Tmem30a
MG1	Fam46a
MG1	Snhg5
MG1	Bcl2a1d
MG1	9330159M07Rik
MG1	Bcl2a1b
MG1	Ctsh
MG1	Plscr2
MG1	Rnf7
MG1	Alas1
MG1	Poc1a
MG1	Mapkapk3
MG1	Gnai2
MG1	Qrich1
MG1	Smarcc1
MG1	Clasp2
MG1	Cmtm7
MG1	Tgfbr2
MG1	Exog
MG1	Cx3cr1
MG1	Rpl14
MG1	Fyco1
MG1	Timm17b
MG1	Usp9x
MG1	Slc25a5
MG1	Fmr1
MG1	Mtm1
MG1	Abcd1
MG1	Ssr4
MG1	Flna
MG1	Dkc1
MG1	Smim9
MG1	Yipf6
MG1	Foxo4
MG1	Nono
MG1	Ercc6l
MG1	Rpl36a
MG1	D330045A20Rik
MG1	Tbc1d8b
MG1	Syap1
MG1	Car5b
MG1	Ofd1
OG1	Tcea1
OG1	Rb1cc1
OG1	St18
OG1	Pcmtd1
OG1	Gm13363
OG1	Ccdc115
OG1	Tsga10
OG1	Rev1
OG1	Wdr75
OG1	Sf3b1
OG1	Rftn2
OG1	Plcl1
OG1	4930558J18Rik
OG1	Stradb
OG1	Tmem237
OG1	Snord70
OG1	2810408I11Rik
OG1	Fzd5
OG1	Kansl1l
OG1	Erbb4
OG1	Aamp
OG1	Tmbim1
OG1	Zfp142
OG1	Stk11ip
OG1	Utp14b
OG1	Dock10
OG1	Ncl
OG1	Pde6d
OG1	Alppl2
OG1	Scarna6
OG1	Dusp28
OG1	Crocc2
OG1	Mir6902
OG1	Hdlbp
OG1	Atg4b
OG1	Dtymk
OG1	D1Ertd622e
OG1	Pign
OG1	Kdsr
OG1	Ralb
OG1	3830432H09Rik
OG1	3110009E18Rik
OG1	Insig2
OG1	Zranb3
OG1	Cdk18
OG1	Gm10538
OG1	Ppp1r15b
OG1	Sox13
OG1	Zbed6
OG1	Rabif
OG1	Timm17a
OG1	Camsap2
OG1	Swt1
OG1	Rnf2
OG1	Glul
OG1	Tor1aip2
OG1	Rfwd2
OG1	Cacybp
OG1	Rc3h1
OG1	Snord47
OG1	Kifap3
OG1	Pou2f1
OG1	Tada1
OG1	3110045C21Rik
OG1	Uap1
OG1	Sdhc
OG1	Ndufs2
OG1	Dcaf8
OG1	Pigm
OG1	Fh1
OG1	Hnrnpu
OG1	Sde2
OG1	Pycr2
OG1	Tmem63a
OG1	Lbr
OG1	Srp9
OG1	Degs1
OG1	Kctd3
OG1	Dtl
OG1	Katna1
OG1	Tab2
OG1	Sash1
OG1	Stx11
OG1	Ccdc28a
OG1	Gm5420
OG1	Snord100
OG1	Akap7
OG1	9330159F19Rik
OG1	Rnf146
OG1	Hey2
OG1	Tspyl1
OG1	Snx3
OG1	Ostm1
OG1	Sec63
OG1	Bend3
OG1	Dnajb12
OG1	Ddit4
OG1	Nrbf2
OG1	Ipmk
OG1	Specc1l
OG1	Prmt2
OG1	Pdxk
OG1	Mir6909
OG1	Cdc34
OG1	Sbno2
OG1	Stk11
OG1	Ndufs7
OG1	Dazap1
OG1	Abhd17a
OG1	Scamp4
OG1	Mir6912
OG1	Izumo4
OG1	Plekhj1
OG1	Oaz1-ps
OG1	Sppl2b
OG1	Dapk3
OG1	Mrpl54
OG1	Prdm4
OG1	Fbxo7
OG1	Nt5dc3
OG1	Gnptab
OG1	Ano4
OG1	Mir7688
OG1	Ccdc38
OG1	Gm15915
OG1	Tmcc3
OG1	Gm15663
OG1	Mettl25
OG1	Thap2
OG1	Cct2
OG1	Mdm2
OG1	Lrig3
OG1	Ctdsp2
OG1	Stat2
OG1	Pan2
OG1	Erbb3
OG1	Mir6917
OG1	Pmel
OG1	Mmp19
OG1	Eif4enif1
OG1	Pik3ip1
OG1	Pla2g3
OG1	Tug1
OG1	Slc35e4
OG1	Pes1
OG1	Gal3st1
OG1	Rhbdd3
OG1	Aebp1
OG1	Ppia
OG1	Fignl1
OG1	4930554G24Rik
OG1	Rab1a
OG1	Sertad2
OG1	Fam161a
OG1	Usp34
OG1	Mir217
OG1	Cpeb4
OG1	Nipal4
OG1	Mgat1
OG1	Rnf130
OG1	Hnrnpab
OG1	Sec24a
OG1	Cdkn2aipnl
OG1	Ppp2ca
OG1	Kif3a
OG1	Sh3bp5l
OG1	Gjc2
OG1	Lrrc48
OG1	Smcr8
OG1	Map2k3
OG1	Usp22
OG1	B9d1
OG1	Ubb
OG1	Zfp287
OG1	Borcs6
OG1	Efnb3
OG1	Trp53
OG1	Sat2
OG1	Eif4a1
OG1	Gltpd2
OG1	Pld2
OG1	Wscd1
OG1	1700051A21Rik
OG1	Mybbp1a
OG1	Ube2g1
OG1	Shpk
OG1	Smyd4
OG1	Crk
OG1	Rflnb
OG1	Glod4
OG1	Rnmtl1
OG1	Git1
OG1	Taok1
OG1	Rab11fip4os1
OG1	Psmd11
OG1	Tmem98
OG1	Rffl
OG1	1700020L24Rik
OG1	Taf15
OG1	Aatf
OG1	Ggnbp2os
OG1	Dhx40
OG1	Ypel2
OG1	Sept4
OG1	Mtmr4
OG1	Scpep1
OG1	Ankrd40
OG1	Snx11
OG1	Osbpl7
OG1	Kpnb1
OG1	Snora21
OG1	Jup
OG1	Gm12348
OG1	P3h4
OG1	Fkbp10
OG1	Cnp
OG1	Rpl27
OG1	Dhx8
OG1	Atxn7l3
OG1	Slc9a3r1
OG1	Hid1
OG1	Gga3
OG1	Mif4gd
OG1	Caskin2
OG1	Sap30bp
OG1	Wbp2
OG1	Foxj1
OG1	Ubald2
OG1	Gm7367
OG1	Mettl23
OG1	Srsf2
OG1	Tbc1d16
OG1	Endov
OG1	Aatk
OG1	Mir338
OG1	Cep131
OG1	Npb
OG1	Pcyt2
OG1	Foxk2
OG1	Ncoa1
OG1	Hs1bp3
OG1	Rhob
OG1	Rdh14
OG1	Itgb1bp1
OG1	Adam17
OG1	Rnf144a
OG1	Cbll1
OG1	Gdap10
OG1	Pnpla8
OG1	Nova1
OG1	Brms1l
OG1	Sec23a
OG1	Gm527
OG1	Rpl36al
OG1	Tmx1
OG1	Ppm1a
OG1	Hif1a
OG1	Wdr89
OG1	Sgpp1
OG1	Zbtb1
OG1	Mir5135
OG1	Plekhg3
OG1	AI463170
OG1	Plekhh1
OG1	Vti1b
OG1	2310015A10Rik
OG1	Slc39a9
OG1	Slc10a1
OG1	Zfyve1
OG1	Coq6
OG1	Ttll5
OG1	Gm805
OG1	Sel1l
OG1	D130020L05Rik
OG1	Mir1936
OG1	Btbd7
OG1	Prima1
OG1	Snhg10
OG1	Ccnk
OG1	Yy1
