cell_ID	tSNE1	tSNE2	cellType
Exp47_CD19_merged_all_BC0869_N01	3.69	29.80	CD19
Exp47_CD19_merged_all_BC0870_N01	2.79	29.35	CD19
Exp47_CD19_merged_all_BC0871_N01	-4.14	31.04	CD19
Exp47_CD19_merged_all_BC0872_N01	2.57	21.87	CD19
Exp47_CD19_merged_all_BC0873_N01	0.62	29.23	CD19
Exp47_CD19_merged_all_BC0874_N01	0.33	25.65	CD19
Exp47_CD19_merged_all_BC0875_N01	2.78	23.34	CD19
Exp47_CD19_merged_all_BC0876_N01	-0.41	24.97	CD19
Exp47_CD19_merged_all_BC0877_N01	-0.84	25.70	CD19
Exp47_CD19_merged_all_BC0878_N01	-0.26	30.69	CD19
Exp47_CD19_merged_all_BC0879_N01	-1.47	26.73	CD19
Exp47_CD19_merged_all_BC0880_N01	-0.35	26.21	CD19
Exp47_CD19_merged_all_BC0881_N01	0.08	32.51	CD19
Exp47_CD19_merged_all_BC0882_N01	-2.42	28.95	CD19
Exp47_CD19_merged_all_BC0883_N01	1.08	32.92	CD19
Exp47_CD19_merged_all_BC0884_N01	-3.25	25.66	CD19
Exp47_CD19_merged_all_BC0885_N01	1.37	25.34	CD19
Exp47_CD19_merged_all_BC0886_N01	-1.88	25.48	CD19
Exp47_CD19_merged_all_BC0887_N01	1.46	24.00	CD19
Exp47_CD19_merged_all_BC0888_N01	-0.80	27.56	CD19
Exp47_CD19_merged_all_BC0889_N01	0.66	32.83	CD19
Exp47_CD19_merged_all_BC0890_N01	-0.03	31.00	CD19
Exp47_CD19_merged_all_BC0891_N01	0.89	29.10	CD19
Exp47_CD19_merged_all_BC0892_N01	1.73	28.38	CD19
Exp47_CD19_merged_all_BC0893_N01	2.46	29.80	CD19
Exp47_CD19_merged_all_BC0894_N01	-0.22	24.10	CD19
Exp47_CD19_merged_all_BC0895_N01	-0.04	30.10	CD19
Exp47_CD19_merged_all_BC0896_N01	3.56	25.02	CD19
Exp47_CD19_merged_all_BC0897_N01	1.05	27.24	CD19
Exp47_CD19_merged_all_BC0898_N01	1.90	32.05	CD19
Exp47_CD19_merged_all_BC0899_N01	-2.14	29.52	CD19
Exp47_CD19_merged_all_BC0900_N01	-0.98	33.86	CD19
Exp47_CD19_merged_all_BC0901_N01	2.70	26.81	CD19
Exp47_CD19_merged_all_BC0902_N01	-1.15	31.09	CD19
Exp47_CD19_merged_all_BC0903_N01	1.90	29.82	CD19
Exp47_CD19_merged_all_BC0904_N01	2.76	27.96	CD19
Exp47_CD19_merged_all_BC0905_N01	0.69	33.49	CD19
Exp47_CD19_merged_all_BC0906_N01	-1.48	24.77	CD19
Exp47_CD19_merged_all_BC0907_N01	-1.60	27.49	CD19
Exp47_CD19_merged_all_BC0908_N01	1.18	30.78	CD19
Exp47_CD19_merged_all_BC0909_N01	-2.10	31.86	CD19
Exp47_CD19_merged_all_BC0910_N01	-0.02	24.99	CD19
Exp47_CD19_merged_all_BC0911_N01	0.94	30.17	CD19
Exp47_CD19_merged_all_BC0912_N01	-2.46	27.50	CD19
Exp47_CD19_merged_all_BC0913_N01	-2.17	28.02	CD19
Exp47_CD19_merged_all_BC0914_N01	-1.72	26.54	CD19
Exp47_CD19_merged_all_BC0915_N01	-2.19	28.13	CD19
Exp47_CD19_merged_all_BC0916_N01	-0.27	29.22	CD19
Exp47_CD19_merged_all_BC0917_N01	-4.38	27.63	CD19
Exp47_CD19_merged_all_BC0918_N01	-1.45	25.18	CD19
Exp47_CD19_merged_all_BC0919_N01	-0.58	28.07	CD19
Exp47_CD19_merged_all_BC0920_N01	0.18	25.86	CD19
Exp47_CD19_merged_all_BC0921_N01	1.94	30.96	CD19
Exp47_CD19_merged_all_BC0922_N01	-1.16	33.33	CD19
Exp47_CD19_merged_all_BC0923_N01	1.00	27.31	CD19
Exp47_CD19_merged_all_BC0924_N01	-1.66	30.92	CD19
Exp47_CD19_merged_all_BC0925_N01	2.70	23.33	CD19
Exp47_CD19_merged_all_BC0926_N01	0.07	26.91	CD19
Exp47_CD19_merged_all_BC0927_N01	-1.81	25.73	CD19
Exp47_CD19_merged_all_BC0928_N01	-2.34	29.52	CD19
Exp47_CD19_merged_all_BC0929_N01	-0.65	23.79	CD19
Exp47_CD19_merged_all_BC0930_N01	1.08	27.64	CD19
Exp47_CD19_merged_all_BC0931_N01	1.88	24.20	CD19
Exp47_CD19_merged_all_BC0932_N01	0.87	33.80	CD19
Exp47_CD19_merged_all_BC0933_N01	1.24	28.01	CD19
Exp47_CD19_merged_all_BC0934_N01	4.19	26.28	CD19
Exp47_CD19_merged_all_BC0935_N01	-2.29	25.67	CD19
Exp47_CD19_merged_all_BC0936_N01	-1.47	30.78	CD19
Exp47_CD19_merged_all_BC0937_N01	0.84	28.70	CD19
Exp47_CD19_merged_all_BC0938_N01	-10.96	10.67	CD19
Exp47_CD19_merged_all_BC0939_N01	-0.90	29.69	CD19
Exp47_CD19_merged_all_BC0940_N01	3.47	29.07	CD19
Exp47_CD19_merged_all_BC0941_N01	0.33	33.76	CD19
Exp47_CD19_merged_all_BC0942_N01	-0.32	29.84	CD19
Exp47_CD19_merged_all_BC0943_N01	-3.99	32.09	CD19
Exp47_CD19_merged_all_BC0944_N01	1.54	27.63	CD19
Exp47_CD19_merged_all_BC0945_N01	0.04	21.38	CD19
Exp47_CD19_merged_all_BC0946_N01	-3.19	28.00	CD19
Exp47_CD19_merged_all_BC0947_N01	-3.89	29.76	CD19
Exp47_CD19_merged_all_BC0948_N01	-2.50	30.31	CD19
Exp47_CD19_merged_all_BC0949_N01	0.19	30.07	CD19
Exp47_CD19_merged_all_BC0950_N01	2.31	27.44	CD19
Exp47_CD19_merged_all_BC0951_N01	-1.28	32.80	CD19
Exp47_CD19_merged_all_BC0952_N01	2.08	22.65	CD19
Exp47_CD19_merged_all_BC0953_N01	-1.36	25.71	CD19
Exp47_CD19_merged_all_BC0954_N01	2.56	25.68	CD19
Exp47_CD19_merged_all_BC0955_N01	-1.20	25.15	CD19
Exp47_CD19_merged_all_BC0956_N01	-2.23	24.44	CD19
Exp47_CD19_merged_all_BC0957_N01	-0.50	33.90	CD19
Exp47_CD19_merged_all_BC0958_N01	-2.24	31.39	CD19
Exp47_CD19_merged_all_BC0959_N01	-3.89	32.76	CD19
Exp47_CD19_merged_all_BC0960_N01	2.56	23.93	CD19
Exp47_CD19_merged_all_BC0961_N01	-3.73	26.17	CD19
Exp47_CD19_merged_all_BC0962_N01	-1.47	33.28	CD19
Exp47_CD19_merged_all_BC0963_N01	-0.01	24.90	CD19
Exp47_CD19_merged_all_BC0964_N01	-1.87	25.87	CD19
Exp47_CD19_merged_all_BC0965_N01	-13.47	16.31	CD19
Exp47_CD19_merged_all_BC0966_N01	2.38	23.39	CD19
Exp47_CD19_merged_all_BC0967_N01	1.78	30.50	CD19
Exp47_CD19_merged_all_BC0968_N01	2.79	27.42	CD19
Exp47_CD19_merged_all_BC0969_N01	3.57	29.43	CD19
Exp47_CD19_merged_all_BC0970_N01	2.45	28.06	CD19
Exp47_CD19_merged_all_BC0971_N01	-3.63	26.58	CD19
Exp47_CD19_merged_all_BC0972_N01	-4.12	27.39	CD19
Exp47_CD19_merged_all_BC0973_N01	-0.10	28.68	CD19
Exp47_CD19_merged_all_BC0974_N01	-2.68	26.58	CD19
Exp47_CD19_merged_all_BC0975_N01	-0.57	23.32	CD19
Exp47_CD19_merged_all_BC0976_N01	0.98	28.03	CD19
Exp47_CD19_merged_all_BC0977_N01	-0.83	25.55	CD19
Exp47_CD19_merged_all_BC0978_N01	-2.50	31.62	CD19
Exp47_CD19_merged_all_BC0979_N01	-1.81	31.20	CD19
Exp47_CD19_merged_all_BC0980_N01	-2.01	26.91	CD19
Exp47_CD19_merged_all_BC0981_N01	-2.04	30.31	CD19
Exp47_CD19_merged_all_BC0982_N01	-0.83	27.23	CD19
Exp47_CD19_merged_all_BC0983_N01	-13.81	9.73	CD19
Exp47_CD19_merged_all_BC0984_N01	0.06	23.51	CD19
Exp47_CD19_merged_all_BC0985_N01	-0.10	28.14	CD19
Exp47_CD19_merged_all_BC0986_N01	2.82	25.71	CD19
Exp47_CD19_merged_all_BC0987_N01	2.10	27.85	CD19
Exp47_CD19_merged_all_BC0988_N01	-0.21	26.57	CD19
Exp47_CD19_merged_all_BC0989_N01	-0.72	28.58	CD19
Exp47_CD19_merged_all_BC0991_N01	2.65	24.13	CD19
Exp47_CD19_merged_all_BC0992_N01	-0.05	23.54	CD19
Exp47_CD19_merged_all_BC0993_N02	0.87	24.41	CD19
Exp47_CD19_merged_all_BC0994_N01	-0.16	30.77	CD19
Exp47_CD19_merged_all_BC0995_N01	-2.46	26.83	CD19
Exp47_CD19_merged_all_BC0996_N01	0.03	30.30	CD19
Exp47_CD19_merged_all_BC0997_N01	-0.63	32.71	CD19
Exp47_CD19_merged_all_BC0998_N01	-2.42	27.34	CD19
Exp47_CD19_merged_all_BC0999_N01	0.40	26.49	CD19
Exp47_CD19_merged_all_BC1000_N01	2.07	22.83	CD19
Exp47_CD19_merged_all_BC1001_N01	0.56	27.64	CD19
Exp47_CD19_merged_all_BC1002_N01	-2.55	31.73	CD19
Exp47_CD19_merged_all_BC1003_N01	0.81	26.05	CD19
Exp47_CD19_merged_all_BC1004_N01	0.79	30.16	CD19
Exp47_CD19_merged_all_BC1005_N01	1.90	24.72	CD19
Exp47_CD19_merged_all_BC1006_N01	0.98	27.08	CD19
Exp47_CD19_merged_all_BC1007_N01	-0.54	29.59	CD19
Exp47_CD19_merged_all_BC1008_N01	-9.00	-16.15	CD19
Exp47_CD19_merged_all_BC1009_N01	1.02	27.26	CD19
Exp47_CD19_merged_all_BC1010_N01	0.89	32.46	CD19
Exp47_CD19_merged_all_BC1011_N01	-25.54	-19.16	CD19
Exp47_CD19_merged_all_BC1012_N01	1.19	20.52	CD19
Exp47_CD19_merged_all_BC1013_N01	0.35	25.93	CD19
Exp47_CD19_merged_all_BC1014_N01	1.26	30.58	CD19
Exp47_CD19_merged_all_BC1015_N01	-3.52	-10.06	CD19
Exp47_CD19_merged_all_BC1016_N01	1.12	32.45	CD19
Exp47_CD19_merged_all_BC1017_N01	1.15	31.63	CD19
Exp47_CD19_merged_all_BC1018_N01	2.34	23.15	CD19
Exp47_CD19_merged_all_BC1019_N01	-0.23	30.47	CD19
Exp47_CD19_merged_all_BC1020_N01	-2.48	30.35	CD19
Exp47_CD19_merged_all_BC1021_N01	-22.60	-17.18	CD19
Exp47_CD19_merged_all_BC1022_N01	0.57	32.57	CD19
Exp47_CD19_merged_all_BC1023_N01	-3.01	30.80	CD19
Exp47_CD19_merged_all_BC1024_N01	-0.46	28.59	CD19
Exp47_CD19_merged_all_BC1025_N01	1.42	27.28	CD19
Exp47_CD19_merged_all_BC1026_N01	-11.17	-15.53	CD19
Exp47_CD19_merged_all_BC1027_N01	0.31	30.44	CD19
Exp47_CD19_merged_all_BC1028_N01	3.33	28.65	CD19
Exp47_CD19_merged_all_BC1029_N01	-1.23	32.48	CD19
Exp47_CD19_merged_all_BC1030_N01	1.93	24.06	CD19
Exp47_CD19_merged_all_BC1031_N01	-4.26	28.13	CD19
Exp47_CD19_merged_all_BC1032_N01	3.09	25.01	CD19
Exp47_CD19_merged_all_BC1033_N01	-5.58	23.72	CD19
Exp47_CD19_merged_all_BC1034_N02	-3.17	32.42	CD19
Exp47_CD19_merged_all_BC1035_N01	0.22	26.17	CD19
Exp47_CD19_merged_all_BC1037_N02	-2.51	24.95	CD19
Exp47_CD19_merged_all_BC1038_N01	-0.07	24.00	CD19
Exp47_CD19_merged_all_BC1039_N01	-0.80	29.83	CD19
Exp47_CD19_merged_all_BC1040_N01	2.42	28.65	CD19
Exp47_CD19_merged_all_BC1041_N01	-2.99	30.56	CD19
Exp47_CD19_merged_all_BC1042_N01	1.68	31.48	CD19
Exp47_CD19_merged_all_BC1043_N01	-1.35	31.15	CD19
Exp47_CD19_merged_all_BC1044_N01	-0.74	28.39	CD19
Exp47_CD19_merged_all_BC1045_N01	3.00	23.08	CD19
Exp47_CD19_merged_all_BC1046_N01	0.72	29.66	CD19
Exp47_CD19_merged_all_BC1047_N01	-3.47	25.99	CD19
Exp47_CD19_merged_all_BC1048_N01	-0.31	30.75	CD19
Exp47_CD19_merged_all_BC1049_N01	0.07	33.17	CD19
Exp47_CD19_merged_all_BC1050_N01	-3.83	27.67	CD19
Exp47_CD19_merged_all_BC1051_N01	1.66	26.49	CD19
Exp47_CD19_merged_all_BC1052_N01	-2.31	27.77	CD19
Exp47_CD19_merged_all_BC1053_N01	-3.10	28.12	CD19
Exp47_CD19_merged_all_BC1054_N01	1.79	26.52	CD19
Exp47_CD19_merged_all_BC1055_N01	2.64	25.83	CD19
Exp47_CD19_merged_all_BC1056_N01	1.61	26.04	CD19
Exp47_CD19_merged_all_BC1057_N01	-0.27	24.51	CD19
Exp47_CD19_merged_all_BC1058_N01	1.51	30.22	CD19
Exp47_CD19_merged_all_BC1059_N01	2.53	24.06	CD19
Exp47_CD19_merged_all_BC1060_N01	-2.78	24.16	CD19
Exp47_CD19_merged_all_BC1061_N01	-2.29	32.38	CD19
Exp47_CD19_merged_all_BC1062_N01	1.03	28.92	CD19
Exp47_CD19_merged_all_BC1063_N01	-0.91	33.30	CD19
Exp47_CD19_merged_all_BC1064_N01	4.55	24.27	CD19
Exp47_CD19_merged_all_BC1065_N01	-1.72	27.18	CD19
Exp47_CD19_merged_all_BC1066_N01	-0.02	26.10	CD19
Exp47_CD19_merged_all_BC1067_N01	0.83	27.36	CD19
Exp47_CD19_merged_all_BC1068_N01	-0.21	28.16	CD19
Exp47_CD19_merged_all_BC1069_N01	-0.21	23.39	CD19
Exp47_CD19_merged_all_BC1070_N01	1.59	27.44	CD19
Exp47_CD19_merged_all_BC1071_N01	-0.32	27.80	CD19
Exp47_CD19_merged_all_BC1072_N01	-1.73	27.17	CD19
Exp47_CD19_merged_all_BC1073_N01	-22.44	-20.16	CD19
Exp47_CD19_merged_all_BC1074_N01	1.12	30.46	CD19
Exp47_CD19_merged_all_BC1075_N01	-0.59	23.12	CD19
Exp47_CD19_merged_all_BC1076_N01	-1.16	33.48	CD19
Exp47_CD19_merged_all_BC1077_N01	0.48	25.90	CD19
Exp47_CD19_merged_all_BC1078_N01	-0.06	17.45	CD19
Exp47_CD19_merged_all_BC1079_N01	-1.75	26.37	CD19
Exp47_CD19_merged_all_BC1080_N01	1.23	30.95	CD19
Exp47_CD19_merged_all_BC1081_N01	2.22	27.39	CD19
Exp47_CD19_merged_all_BC1082_N01	0.30	30.36	CD19
Exp47_CD19_merged_all_BC1083_N01	-2.11	30.00	CD19
Exp47_CD19_merged_all_BC1084_N01	2.80	29.61	CD19
Exp47_CD19_merged_all_BC1085_N01	2.07	28.93	CD19
Exp47_CD19_merged_all_BC1086_N01	2.46	25.21	CD19
Exp47_CD19_merged_all_BC1087_N01	-1.51	29.74	CD19
Exp47_CD19_merged_all_BC1088_N01	-3.35	30.39	CD19
Exp47_CD19_merged_all_BC1089_N01	-1.72	29.79	CD19
Exp47_CD19_merged_all_BC1090_N01	0.67	28.96	CD19
Exp47_CD19_merged_all_BC1091_N02	2.04	28.51	CD19
Exp47_CD19_merged_all_BC1092_N01	-3.28	27.13	CD19
Exp47_CD19_merged_all_BC1093_N01	0.59	24.32	CD19
Exp47_CD19_merged_all_BC1094_N01	3.23	23.99	CD19
Exp47_CD19_merged_all_BC1095_N01	-4.04	28.61	CD19
Exp47_CD19_merged_all_BC1096_N01	2.68	29.14	CD19
Exp47_CD19_merged_all_BC1097_N01	-3.02	26.15	CD19
Exp47_CD19_merged_all_BC1098_N01	2.43	29.19	CD19
Exp47_CD19_merged_all_BC1099_N01	0.78	23.74	CD19
Exp47_CD19_merged_all_BC1100_N01	0.79	31.88	CD19
Exp47_CD19_merged_all_BC1101_N01	2.84	29.78	CD19
Exp47_CD19_merged_all_BC1102_N01	2.82	27.34	CD19
Exp47_CD19_merged_all_BC1103_N01	2.39	27.80	CD19
Exp47_CD19_merged_all_BC1104_N01	0.74	30.44	CD19
Exp47_CD19_merged_all_BC1105_N01	0.19	22.90	CD19
Exp47_CD19_merged_all_BC1106_N01	1.81	31.97	CD19
Exp47_CD19_merged_all_BC1107_N01	3.47	31.03	CD19
Exp47_CD19_merged_all_BC1108_N01	2.51	22.99	CD19
Exp47_CD19_merged_all_BC1109_N01	0.50	29.85	CD19
Exp47_CD19_merged_all_BC1110_N01	-20.95	-21.23	CD19
Exp47_CD19_merged_all_BC1111_N01	2.35	29.58	CD19
Exp47_CD19_merged_all_BC1112_N01	2.43	30.89	CD19
Exp47_CD19_merged_all_BC1113_N01	-1.46	26.84	CD19
Exp47_CD19_merged_all_BC1114_N01	-3.78	27.28	CD19
Exp47_CD19_merged_all_BC1115_N01	2.84	26.01	CD19
Exp47_CD19_merged_all_BC1116_N01	1.86	26.06	CD19
Exp47_CD19_merged_all_BC1117_N01	0.61	31.57	CD19
Exp47_CD19_merged_all_BC1118_N01	1.59	24.46	CD19
Exp47_CD19_merged_all_BC1119_N01	1.54	26.10	CD19
Exp47_CD19_merged_all_BC1120_N01	-2.24	30.27	CD19
Exp47_CD19_merged_all_BC1121_N01	-3.95	31.59	CD19
Exp47_CD19_merged_all_BC1122_N01	2.05	27.12	CD19
Exp47_CD19_merged_all_BC1123_N01	0.24	26.94	CD19
Exp47_CD19_merged_all_BC1124_N01	2.89	28.66	CD19
Exp47_CD19_merged_all_BC1125_N01	-1.12	24.73	CD19
Exp47_CD19_merged_all_BC1126_N01	0.17	31.73	CD19
Exp47_CD19_merged_all_BC1127_N01	-3.03	22.97	CD19
Exp47_CD19_merged_all_BC1128_N01	-2.39	30.44	CD19
Exp47_CD19_merged_all_BC1129_N01	2.76	27.97	CD19
Exp47_CD19_merged_all_BC1130_N01	1.89	30.81	CD19
Exp47_CD19_merged_all_BC1131_N01	1.20	33.66	CD19
Exp47_CD19_merged_all_BC1132_N01	-0.13	28.20	CD19
Exp47_CD19_merged_all_BC1133_N01	1.21	27.54	CD19
Exp47_CD19_merged_all_BC1134_N01	-0.02	25.08	CD19
Exp47_CD19_merged_all_BC1135_N01	0.14	28.96	CD19
Exp47_CD19_merged_all_BC1136_N01	2.84	21.56	CD19
Exp47_CD19_merged_all_BC1137_N01	1.91	22.85	CD19
Exp47_CD19_merged_all_BC1138_N01	-0.40	28.66	CD19
Exp47_CD19_merged_all_BC1139_N01	0.41	21.62	CD19
Exp47_CD19_merged_all_BC1140_N02	0.51	30.79	CD19
Exp47_CD19_merged_all_BC1141_N01	0.19	28.14	CD19
Exp47_CD19_merged_all_BC1142_N01	-0.69	26.28	CD19
Exp47_CD19_merged_all_BC1143_N01	-1.56	25.90	CD19
Exp47_CD19_merged_all_BC1144_N01	-1.85	30.14	CD19
Exp47_CD19_merged_all_BC1145_N01	3.71	28.11	CD19
Exp47_CD19_merged_all_BC1146_N01	-2.05	26.82	CD19
Exp47_CD19_merged_all_BC1147_N01	-1.32	32.54	CD19
Exp47_CD19_merged_all_BC1148_N01	-3.72	26.35	CD19
Exp47_CD19_merged_all_BC1149_N01	2.82	25.93	CD19
Exp47_CD19_merged_all_BC1150_N01	-0.67	29.57	CD19
Exp47_CD19_merged_all_BC1151_N01	0.87	30.56	CD19
Exp47_CD19_merged_all_BC1152_N01	0.01	27.53	CD19
Exp47_CD19_merged_all_BC1153_N01	-3.54	31.40	CD19
Exp47_CD19_merged_all_BC1154_N01	1.26	26.07	CD19
Exp47_CD19_merged_all_BC1155_N01	2.34	28.19	CD19
Exp47_CD19_merged_all_BC1156_N02	1.22	22.37	CD19
Exp47_CD19_merged_all_BC1157_N01	0.61	23.91	CD19
Exp47_CD19_merged_all_BC1158_N01	0.04	31.41	CD19
Exp47_CD19_merged_all_BC1159_N01	1.12	26.55	CD19
Exp47_CD19_merged_all_BC1160_N01	-3.79	31.13	CD19
Exp47_CD19_merged_all_BC1161_N01	2.74	29.97	CD19
Exp47_CD19_merged_all_BC1162_N01	2.83	28.14	CD19
Exp47_CD19_merged_all_BC1163_N01	-3.12	27.43	CD19
Exp47_CD19_merged_all_BC1164_N01	1.07	29.46	CD19
Exp47_CD19_merged_all_BC1165_N01	4.22	26.73	CD19
Exp47_CD19_merged_all_BC1166_N01	-2.51	26.43	CD19
Exp47_CD19_merged_all_BC1167_N01	1.71	30.73	CD19
Exp47_CD19_merged_all_BC1168_N01	3.04	28.71	CD19
Exp47_CD19_merged_all_BC1169_N01	2.79	23.02	CD19
Exp47_CD19_merged_all_BC1170_N01	1.97	25.90	CD19
Exp47_CD19_merged_all_BC1171_N01	2.61	27.16	CD19
Exp47_CD19_merged_all_BC1172_N01	-1.20	28.27	CD19
Exp47_CD19_merged_all_BC1173_N01	-2.92	33.06	CD19
Exp47_CD19_merged_all_BC1174_N01	3.70	28.85	CD19
Exp47_CD19_merged_all_BC1175_N01	0.42	26.28	CD19
Exp47_CD19_merged_all_BC1176_N01	-0.28	21.37	CD19
Exp47_CD19_merged_all_BC1177_N01	-1.82	26.26	CD19
Exp47_CD19_merged_all_BC1178_N01	1.96	25.79	CD19
Exp47_CD19_merged_all_BC1179_N01	-3.02	25.89	CD19
Exp47_CD19_merged_all_BC1180_N01	-3.89	20.64	CD19
Exp47_CD19_merged_all_BC1181_N01	-0.06	30.91	CD19
Exp47_CD19_merged_all_BC1182_N01	-2.67	26.29	CD19
Exp47_CD19_merged_all_BC1183_N01	-3.22	30.21	CD19
Exp47_CD19_merged_all_BC1184_N01	-1.18	26.31	CD19
Exp47_CD19_merged_all_BC1185_N01	-1.17	29.39	CD19
Exp47_CD19_merged_all_BC1186_N01	0.13	29.51	CD19
Exp47_CD19_merged_all_BC1187_N01	-3.57	31.14	CD19
Exp47_CD19_merged_all_BC1188_N01	-3.20	29.50	CD19
Exp47_CD19_merged_all_BC1189_N01	1.03	28.85	CD19
Exp47_CD19_merged_all_BC1190_N01	-1.59	34.34	CD19
Exp47_CD19_merged_all_BC1191_N01	1.97	24.18	CD19
Exp47_CD19_merged_all_BC1192_N01	0.18	30.91	CD19
Exp47_CD19_merged_all_BC1193_N01	-3.17	28.70	CD19
Exp47_CD19_merged_all_BC1194_N01	-1.95	25.40	CD19
Exp47_CD19_merged_all_BC1195_N01	2.88	24.45	CD19
Exp47_CD19_merged_all_BC1196_N01	0.45	20.89	CD19
Exp47_CD19_merged_all_BC1197_N01	-3.21	26.43	CD19
Exp47_CD19_merged_all_BC1198_N01	-2.97	29.10	CD19
Exp47_CD19_merged_all_BC1199_N01	-3.45	25.70	CD19
Exp47_CD19_merged_all_BC1200_N01	-2.18	23.45	CD19
Exp47_CD19_merged_all_BC1201_N01	-3.56	24.79	CD19
Exp47_CD19_merged_all_BC1202_N01	3.73	23.52	CD19
Exp47_CD19_merged_all_BC1203_N01	1.11	30.48	CD19
Exp47_CD19_merged_all_BC1204_N01	-2.91	28.44	CD19
Exp47_CD19_merged_all_BC1205_N01	-2.69	26.54	CD19
Exp47_CD19_merged_all_BC1206_N01	-0.02	26.64	CD19
Exp47_CD19_merged_all_BC1207_N01	-0.11	24.94	CD19
Exp47_CD19_merged_all_BC1208_N01	-3.66	32.48	CD19
Exp47_CD19_merged_all_BC1210_N01	0.33	25.83	CD19
Exp47_CD19_merged_all_BC1211_N01	-4.03	32.33	CD19
Exp47_CD19_merged_all_BC1212_N01	-16.73	12.96	CD19
Exp47_CD19_merged_all_BC1213_N01	2.58	29.63	CD19
Exp47_CD19_merged_all_BC1214_N01	0.16	25.58	CD19
Exp47_CD19_merged_all_BC1215_N01	2.72	23.15	CD19
Exp47_CD19_merged_all_BC1216_N01	0.34	32.65	CD19
Exp47_CD19_merged_all_BC1217_N01	1.76	24.32	CD19
Exp47_CD19_merged_all_BC1218_N01	-0.72	22.71	CD19
Exp47_CD19_merged_all_BC1219_N01	1.72	27.92	CD19
Exp47_CD19_merged_all_BC1220_N01	-4.19	28.38	CD19
Exp47_CD19_merged_all_BC1221_N01	-1.87	25.97	CD19
Exp47_CD19_merged_all_BC1222_N01	3.49	29.80	CD19
Exp47_CD19_merged_all_BC1223_N01	-6.70	-13.12	CD19
Exp47_CD19_merged_all_BC1224_N01	-2.08	29.80	CD19
Exp47_CD19_merged_all_BC1225_N01	-2.49	23.58	CD19
Exp47_CD19_merged_all_BC1226_N01	1.08	23.60	CD19
Exp47_CD19_merged_all_BC1227_N01	-9.81	7.53	CD19
Exp47_CD19_merged_all_BC1228_N01	-0.42	32.09	CD19
Exp47_CD19_merged_all_BC1229_N01	2.99	23.04	CD19
Exp47_CD19_merged_all_BC1230_N01	0.32	25.87	CD19
Exp47_CD19_merged_all_BC1231_N01	3.62	29.54	CD19
Exp47_CD19_merged_all_BC1232_N01	1.91	24.37	CD19
Exp47_CD19_merged_all_BC1233_N01	-0.76	27.41	CD19
Exp47_CD19_merged_all_BC1234_N01	-2.33	25.67	CD19
Exp47_CD19_merged_all_BC1235_N01	-0.12	25.29	CD19
Exp47_CD19_merged_all_BC1236_N01	0.33	32.92	CD19
Exp47_CD19_merged_all_BC1237_N01	-2.21	26.26	CD19
Exp47_CD19_merged_all_BC1238_N01	-3.23	33.30	CD19
Exp47_CD19_merged_all_BC1239_N01	3.94	27.72	CD19
Exp47_CD19_merged_all_BC1240_N02	3.19	22.66	CD19
Exp47_CD19_merged_all_BC1241_N01	-0.19	27.48	CD19
Exp47_CD19_merged_all_BC1242_N01	0.67	23.51	CD19
Exp47_CD19_merged_all_BC1243_N01	0.01	23.27	CD19
Exp47_CD19_merged_all_BC1244_N01	2.10	27.28	CD19
Exp47_CD19_merged_all_BC1245_N01	1.97	24.82	CD19
Exp47_CD19_merged_all_BC1246_N01	-2.41	26.87	CD19
Exp47_CD19_merged_all_BC1247_N01	0.27	28.53	CD19
Exp47_CD19_merged_all_BC1248_N01	-4.12	28.66	CD19
Exp47_CD19_merged_all_BC1250_N02	-0.87	25.66	CD19
Exp47_CD19_merged_all_BC1251_N01	-1.62	29.77	CD19
Exp47_CD19_merged_all_BC1252_N01	-2.00	32.46	CD19
Exp47_CD19_merged_all_BC1253_N01	-4.09	23.25	CD19
Exp47_CD19_merged_all_BC1254_N01	1.42	28.16	CD19
Exp47_CD19_merged_all_BC1255_N01	-1.93	31.19	CD19
Exp47_CD19_merged_all_BC1256_N01	0.74	30.57	CD19
Exp47_CD19_merged_all_BC1257_N01	-3.31	27.39	CD19
Exp47_CD19_merged_all_BC1258_N01	-1.70	24.54	CD19
Exp47_CD19_merged_all_BC1259_N01	2.60	25.58	CD19
Exp47_CD19_merged_all_BC1260_N01	2.34	27.10	CD19
Exp47_CD19_merged_all_BC1261_N01	0.10	22.46	CD19
Exp47_CD19_merged_all_BC1262_N01	-0.72	32.61	CD19
Exp47_CD19_merged_all_BC1263_N01	1.05	28.28	CD19
Exp47_CD19_merged_all_BC1264_N01	3.47	25.19	CD19
Exp47_CD19_merged_all_BC1265_N01	0.93	29.84	CD19
Exp47_CD19_merged_all_BC1266_N01	3.18	26.71	CD19
Exp47_CD19_merged_all_BC1267_N01	-1.09	24.16	CD19
Exp47_CD19_merged_all_BC1268_N01	-1.64	26.07	CD19
Exp47_CD19_merged_all_BC1269_N01	2.26	20.20	CD19
Exp47_CD19_merged_all_BC1270_N01	-2.22	26.13	CD19
Exp47_CD19_merged_all_BC1271_N01	0.03	23.65	CD19
Exp47_CD19_merged_all_BC1272_N01	1.36	31.26	CD19
Exp47_CD19_merged_all_BC1273_N01	0.00	22.37	CD19
Exp47_CD19_merged_all_BC1274_N01	-2.17	25.89	CD19
Exp47_CD19_merged_all_BC1275_N01	-3.46	26.92	CD19
Exp47_CD19_merged_all_BC1276_N01	-4.20	29.28	CD19
