tSNE1	tSNE2	cluster_id	cell_id
8.58	31.44	V27	N721_Exp110_sample1_combined_S1_BC03390_N04
24.96	20.52	V26	N721_Exp110_sample1_combined_S1_BC03392_N02
-28.89	12.31	V24	N721_Exp110_sample1_combined_S1_BC03394_N04
18.03	19.81	V26	N721_Exp110_sample1_combined_S1_BC03395_N03
0.2	-16.79	V23	N721_Exp110_sample1_combined_S1_BC03396_N05
11.88	30.94	V27	N721_Exp110_sample1_combined_S1_BC03397_N02
15.9	16.99	V26	N721_Exp110_sample1_combined_S1_BC03398_N02
14.15	-17.01	V13	N721_Exp110_sample1_combined_S1_BC03399_N05
-11.59	-30.03	V6	N721_Exp110_sample1_combined_S1_BC03401_N01
19.35	16.9	V26	N721_Exp110_sample1_combined_S1_BC03402_N03
-16.92	-18.56	V1	N721_Exp110_sample1_combined_S1_BC03403_N01
5.56	21.69	V20	N721_Exp110_sample1_combined_S1_BC03404_N03
21.48	14.01	V26	N721_Exp110_sample1_combined_S1_BC03405_N02
3.75	21.23	V20	N721_Exp110_sample1_combined_S1_BC03406_N05
-13.29	-21.62	V1	N721_Exp110_sample1_combined_S1_BC03407_N02
2.18	-5.62	V25	N721_Exp110_sample1_combined_S1_BC03408_N03
-31.55	9.38	V24	N721_Exp110_sample1_combined_S1_BC03409_N03
-28.79	11.78	V24	N721_Exp110_sample1_combined_S1_BC03410_N03
4.17	16.54	V20	N721_Exp110_sample1_combined_S1_BC03411_N05
21.74	17.29	V26	N721_Exp110_sample1_combined_S1_BC03412_N01
18.05	20.56	V26	N721_Exp110_sample1_combined_S1_BC03413_N01
-17.27	-13.32	V1	N721_Exp110_sample1_combined_S1_BC03414_N01
-14.07	-8.72	V1	N721_Exp110_sample1_combined_S1_BC03415_N01
-12.75	-11.98	V1	N721_Exp110_sample1_combined_S1_BC03416_N01
14.82	18.69	V26	N721_Exp110_sample1_combined_S1_BC03418_N02
-12.06	-13.34	V1	N721_Exp110_sample1_combined_S1_BC03419_N02
-27.62	11.58	V24	N721_Exp110_sample1_combined_S1_BC03420_N01
-19.99	3.15	V2	N721_Exp110_sample1_combined_S1_BC03421_N04
18.95	16.73	V26	N721_Exp110_sample1_combined_S1_BC03422_N03
-13.23	-16.11	V1	N721_Exp110_sample1_combined_S1_BC03424_N03
23.07	14.79	V26	N721_Exp110_sample1_combined_S1_BC03425_N01
18.48	19.83	V26	N721_Exp110_sample1_combined_S1_BC03426_N02
14.78	12.1	V26	N721_Exp110_sample1_combined_S1_BC03427_N03
29.04	23.16	V26	N721_Exp110_sample1_combined_S1_BC03428_N02
-15.37	-18.96	V1	N721_Exp110_sample1_combined_S1_BC03429_N01
22.05	15.88	V26	N721_Exp110_sample1_combined_S1_BC03430_N02
22.87	23.88	V26	N721_Exp110_sample1_combined_S1_BC03431_N02
0.49	-15.82	V23	N721_Exp110_sample1_combined_S1_BC03432_N04
25.1	20.83	V26	N721_Exp110_sample1_combined_S1_BC03433_N03
9.82	-7.33	V25	N721_Exp110_sample1_combined_S1_BC03434_N02
-22.78	2.86	V2	N721_Exp110_sample1_combined_S1_BC03435_N04
5.52	21.12	V20	N721_Exp110_sample1_combined_S1_BC03436_N05
-13.42	-20.33	V1	N721_Exp110_sample1_combined_S1_BC03437_N02
-30.3	9.4	V24	N721_Exp110_sample1_combined_S1_BC03438_N02
-34.53	-1.39	V10	N721_Exp110_sample1_combined_S1_BC03439_N05
-11.89	-32.19	V6	N721_Exp110_sample1_combined_S1_BC03440_N01
-1.18	31.45	V11	N721_Exp110_sample1_combined_S1_BC03441_N01
-0.92	26.72	V4	N721_Exp110_sample1_combined_S1_BC03442_N06
-24.75	-14.46	V1	N721_Exp110_sample1_combined_S1_BC03443_N02
18.74	22.58	V26	N721_Exp110_sample1_combined_S1_BC03444_N02
-1.21	32.69	V11	N721_Exp110_sample1_combined_S1_BC03446_N02
-21.42	-20.43	V1	N721_Exp110_sample1_combined_S1_BC03447_N03
-29.01	11.8	V24	N721_Exp110_sample1_combined_S1_BC03448_N03
24.18	19.61	V26	N721_Exp110_sample1_combined_S1_BC03449_N02
-3.28	-8.96	V23	N721_Exp110_sample1_combined_S1_BC03450_N05
-11.28	-16.19	V1	N721_Exp110_sample1_combined_S1_BC03451_N01
-18.3	-15.98	V1	N721_Exp110_sample1_combined_S1_BC03452_N01
-18.35	-16.71	V1	N721_Exp110_sample1_combined_S1_BC03453_N03
0.73	16.64	V25	N721_Exp110_sample1_combined_S1_BC03454_N04
12.56	30.65	V27	N721_Exp110_sample1_combined_S1_BC03455_N01
-14.34	-20.9	V1	N721_Exp110_sample1_combined_S1_BC03456_N02
-15.3	-16.21	V1	N721_Exp110_sample1_combined_S1_BC03457_N02
-18.19	-12.85	V1	N721_Exp110_sample1_combined_S1_BC03458_N04
-14.08	-9.61	V1	N721_Exp110_sample1_combined_S1_BC03459_N01
-10.66	-8.69	V24	N721_Exp110_sample1_combined_S1_BC03461_N03
0.85	28.16	V4	N721_Exp110_sample1_combined_S1_BC03462_N04
7.94	31.88	V27	N721_Exp110_sample1_combined_S1_BC03466_N01
-22.05	-20.88	V1	N721_Exp110_sample1_combined_S1_BC03467_N03
-14.54	-6.41	V1	N721_Exp110_sample1_combined_S1_BC03469_N02
2.82	-9.74	V25	N721_Exp110_sample1_combined_S1_BC03470_N06
-23.32	4.78	V2	N721_Exp110_sample1_combined_S1_BC03473_N05
-11.37	-32.07	V6	N721_Exp110_sample1_combined_S1_BC03475_N02
-20.46	-12.79	V1	N721_Exp110_sample1_combined_S1_BC03476_N01
-20.76	-21.6	V1	N721_Exp110_sample1_combined_S1_BC03477_N02
17.88	-1.23	V21	N721_Exp110_sample1_combined_S1_BC03478_N04
-19.93	-14.01	V1	N721_Exp110_sample1_combined_S1_BC03479_N02
-30.07	11.96	V24	N721_Exp110_sample1_combined_S1_BC03480_N03
-15.76	-13.98	V1	N721_Exp110_sample1_combined_S1_BC03481_N01
16.26	-23.1	V5	N721_Exp110_sample1_combined_S1_BC03484_N05
-19.98	11.6	V12	N721_Exp110_sample1_combined_S1_BC03485_N02
-18.39	-23.34	V1	N721_Exp110_sample1_combined_S1_BC03486_N02
13.89	18.91	V26	N721_Exp110_sample1_combined_S1_BC03487_N02
22.48	22.45	V26	N721_Exp110_sample1_combined_S1_BC03488_N04
9.96	-17.45	V13	N721_Exp110_sample1_combined_S1_BC03489_N06
-0.29	-22.39	V23	N721_Exp110_sample1_combined_S1_BC03490_N03
-16.05	13.46	V12	N721_Exp110_sample1_combined_S1_BC03491_N04
15.67	20.16	V26	N721_Exp110_sample1_combined_S1_BC03492_N03
15.2	21.58	V26	N721_Exp110_sample1_combined_S1_BC03493_N02
-0.61	-23.4	V23	N721_Exp110_sample1_combined_S1_BC03494_N06
-19.89	-23.64	V1	N721_Exp110_sample1_combined_S1_BC03495_N02
-20.62	-19.63	V1	N721_Exp110_sample1_combined_S1_BC03496_N03
-12.85	-16.55	V1	N721_Exp110_sample1_combined_S1_BC03497_N02
2.82	-34.28	V14	N721_Exp110_sample1_combined_S1_BC03498_N03
17.36	18.19	V26	N721_Exp110_sample1_combined_S1_BC03499_N02
14.34	-3.16	V25	N721_Exp110_sample1_combined_S1_BC03500_N04
-28.17	12.75	V24	N721_Exp110_sample1_combined_S1_BC03501_N03
18.52	17.85	V26	N721_Exp110_sample1_combined_S1_BC03502_N02
-30.77	11.36	V24	N721_Exp110_sample1_combined_S1_BC03503_N04
-6.28	-0.79	V25	N721_Exp110_sample1_combined_S1_BC03504_N02
17.77	21.22	V26	N721_Exp110_sample1_combined_S1_BC03505_N02
-14.36	-10.17	V1	N721_Exp110_sample1_combined_S1_BC03506_N02
-17.8	-21.9	V1	N721_Exp110_sample1_combined_S1_BC03507_N03
-19.18	-8.51	V1	N721_Exp110_sample1_combined_S1_BC03508_N01
-19.65	-19.55	V1	N721_Exp110_sample1_combined_S1_BC03509_N02
16.93	18.15	V26	N721_Exp110_sample1_combined_S1_BC03511_N02
-10.63	-32.77	V6	N721_Exp110_sample1_combined_S1_BC03512_N02
-21.26	-20.85	V1	N721_Exp110_sample1_combined_S1_BC03513_N02
-31.81	8.72	V24	N721_Exp110_sample1_combined_S1_BC03514_N03
15.08	17.21	V26	N721_Exp110_sample1_combined_S1_BC03515_N02
22.8	21.5	V26	N721_Exp110_sample1_combined_S1_BC03516_N02
-20.7	-22.02	V1	N721_Exp110_sample1_combined_S1_BC03517_N02
-30.38	10.72	V24	N721_Exp110_sample1_combined_S1_BC03518_N03
-20.86	-19.5	V1	N721_Exp110_sample1_combined_S1_BC03519_N02
24.81	15.35	V26	N721_Exp110_sample1_combined_S1_BC03520_N02
-16.4	-22.08	V1	N721_Exp110_sample1_combined_S1_BC03521_N02
17.88	24.77	V26	N721_Exp110_sample1_combined_S1_BC03523_N03
27.96	22.56	V26	N721_Exp110_sample1_combined_S1_BC03524_N03
21.82	18.04	V26	N721_Exp110_sample1_combined_S1_BC03526_N02
14.65	18.26	V26	N721_Exp110_sample1_combined_S1_BC03527_N03
17.79	17.77	V26	N721_Exp110_sample1_combined_S1_BC03528_N02
-1.87	32.68	V11	N721_Exp110_sample1_combined_S1_BC03529_N04
8.46	-18.81	V13	N721_Exp110_sample1_combined_S1_BC03530_N05
-0.74	23.84	V4	N721_Exp110_sample1_combined_S1_BC03531_N04
17.26	16.77	V26	N721_Exp110_sample1_combined_S1_BC03533_N03
-24.25	1.24	V2	N721_Exp110_sample1_combined_S1_BC03534_N04
24.07	22.27	V26	N721_Exp110_sample1_combined_S1_BC03535_N02
-11.47	-17.45	V1	N721_Exp110_sample1_combined_S1_BC03536_N02
-20.1	4.96	V2	N721_Exp110_sample1_combined_S1_BC03537_N06
-19.99	11.46	V12	N721_Exp110_sample1_combined_S1_BC03538_N02
-14.67	-17.17	V1	N721_Exp110_sample1_combined_S1_BC03539_N02
16.01	18.55	V26	N721_Exp110_sample1_combined_S1_BC03540_N01
18.35	18.66	V26	N721_Exp110_sample1_combined_S1_BC03542_N02
-22.31	3.47	V2	N721_Exp110_sample1_combined_S1_BC03543_N02
-11.74	-32.13	V6	N721_Exp110_sample1_combined_S1_BC03544_N02
-18.89	-18.67	V1	N721_Exp110_sample1_combined_S1_BC03545_N02
0.08	-5.95	V25	N721_Exp110_sample1_combined_S1_BC03546_N03
21.01	23.07	V26	N721_Exp110_sample1_combined_S1_BC03547_N02
-11.61	-14.25	V1	N721_Exp110_sample1_combined_S1_BC03548_N02
21.28	15.49	V26	N721_Exp110_sample1_combined_S1_BC03549_N02
-28.79	12.38	V24	N721_Exp110_sample1_combined_S1_BC03551_N03
-24.64	-11.2	V1	N721_Exp110_sample1_combined_S1_BC03552_N02
21.48	20.58	V26	N721_Exp110_sample1_combined_S1_BC03554_N03
-14.28	28.34	V15	N721_Exp110_sample1_combined_S1_BC03555_N06
-17.48	-21.2	V1	N721_Exp110_sample1_combined_S1_BC03556_N03
-1.28	31.78	V11	N721_Exp110_sample1_combined_S1_BC03558_N03
19.95	-19.8	V9	N721_Exp110_sample1_combined_S1_BC03559_N02
-23.18	-16.72	V1	N721_Exp110_sample1_combined_S1_BC03560_N02
-24.4	-10.23	V1	N721_Exp110_sample1_combined_S1_BC03561_N02
21.63	18.08	V26	N721_Exp110_sample1_combined_S1_BC03562_N03
22.07	17.14	V26	N721_Exp110_sample1_combined_S1_BC03564_N02
23.38	20.57	V26	N721_Exp110_sample1_combined_S1_BC03565_N04
-0.57	-12.49	V23	N721_Exp110_sample1_combined_S1_BC03566_N05
-22.3	-18.25	V1	N721_Exp110_sample1_combined_S1_BC03567_N02
-2.61	-14.91	V23	N721_Exp110_sample1_combined_S1_BC03568_N04
16.92	19.03	V26	N721_Exp110_sample1_combined_S1_BC03569_N02
19.27	18.91	V26	N721_Exp110_sample1_combined_S1_BC03570_N03
-5.59	3.84	V25	N721_Exp110_sample1_combined_S1_BC03571_N04
15.12	20.09	V26	N721_Exp110_sample1_combined_S1_BC03572_N03
-14.69	-22.44	V1	N721_Exp110_sample1_combined_S1_BC03573_N03
-17.82	-15.9	V1	N721_Exp110_sample1_combined_S1_BC03574_N02
7.11	-28.94	V14	N721_Exp110_sample1_combined_S1_BC03575_N05
3.43	-25.97	V25	N721_Exp110_sample1_combined_S1_BC03576_N02
-19.79	-9.26	V1	N721_Exp110_sample1_combined_S1_BC03577_N03
22.82	16.59	V26	N721_Exp110_sample1_combined_S1_BC03578_N02
-29.83	11.06	V24	N721_Exp110_sample1_combined_S1_BC03579_N05
-22.72	-20.09	V1	N721_Exp110_sample1_combined_S1_BC03580_N03
24.79	23.13	V26	N721_Exp110_sample1_combined_S1_BC03581_N03
1.2	-2.75	V25	N721_Exp110_sample1_combined_S1_BC03582_N05
-20.54	-7.22	V1	N721_Exp110_sample1_combined_S1_BC03583_N03
19.67	14.87	V26	N721_Exp110_sample1_combined_S1_BC03584_N02
-18.6	-23.43	V1	N721_Exp110_sample1_combined_S1_BC03585_N03
-28.33	10.16	V24	N721_Exp110_sample1_combined_S1_BC03586_N02
-20.44	-19.36	V1	N721_Exp110_sample1_combined_S1_BC03587_N02
22.63	15.85	V26	N721_Exp110_sample1_combined_S1_BC03588_N02
19.51	16.51	V26	N721_Exp110_sample1_combined_S1_BC03589_N02
-28.01	11.93	V24	N721_Exp110_sample1_combined_S1_BC03590_N01
14.59	15.81	V26	N721_Exp110_sample1_combined_S1_BC03591_N02
22.75	-17.78	V9	N721_Exp110_sample1_combined_S1_BC03592_N05
-16.43	-20.29	V1	N721_Exp110_sample1_combined_S1_BC03593_N02
-20.66	-12.16	V1	N721_Exp110_sample1_combined_S1_BC03594_N03
22.29	19.13	V26	N721_Exp110_sample1_combined_S1_BC03595_N03
-12.48	-12.06	V1	N721_Exp110_sample1_combined_S1_BC03596_N02
13.41	29.76	V27	N721_Exp110_sample1_combined_S1_BC03597_N04
-32.08	12.34	V24	N721_Exp110_sample1_combined_S1_BC03598_N05
22.69	18.96	V26	N721_Exp110_sample1_combined_S1_BC03600_N03
23.23	14.11	V26	N721_Exp110_sample1_combined_S1_BC03601_N02
18.91	16.03	V26	N721_Exp110_sample1_combined_S1_BC03602_N02
22.33	0.17	V21	N721_Exp110_sample1_combined_S1_BC03603_N04
-10.33	13.95	V11	N721_Exp110_sample1_combined_S1_BC03604_N04
26.26	22.25	V26	N721_Exp110_sample1_combined_S1_BC03605_N03
-30.42	12.67	V24	N721_Exp110_sample1_combined_S1_BC03606_N04
23.15	21.69	V26	N721_Exp110_sample1_combined_S1_BC03607_N03
15.41	16.78	V26	N721_Exp110_sample1_combined_S1_BC03608_N02
25.91	23.15	V26	N721_Exp110_sample1_combined_S1_BC03609_N04
25.79	14.94	V26	N721_Exp110_sample1_combined_S1_BC03610_N03
-17.31	-12.65	V1	N721_Exp110_sample1_combined_S1_BC03611_N02
-0.96	-13.32	V23	N721_Exp110_sample1_combined_S1_BC03612_N02
-15.36	-19.84	V1	N721_Exp110_sample1_combined_S1_BC03613_N02
-29.64	10.09	V24	N721_Exp110_sample1_combined_S1_BC03614_N04
-15.51	-14.39	V1	N721_Exp110_sample1_combined_S1_BC03615_N02
-1.36	32	V11	N721_Exp110_sample1_combined_S1_BC03617_N06
-14.55	-15.34	V1	N721_Exp110_sample1_combined_S1_BC03618_N02
-6.53	18.26	V25	N721_Exp110_sample1_combined_S1_BC03619_N04
28.2	23.09	V26	N721_Exp110_sample1_combined_S1_BC03620_N04
21.29	16.15	V26	N721_Exp110_sample1_combined_S1_BC03621_N02
-31.22	8.89	V24	N721_Exp110_sample1_combined_S1_BC03622_N03
-16.07	-9.43	V1	N721_Exp110_sample1_combined_S1_BC03623_N02
-7.43	4.18	V25	N721_Exp110_sample1_combined_S1_BC03624_N05
-18.2	-15.98	V1	N721_Exp110_sample1_combined_S1_BC03625_N02
-26.38	-16.67	V1	N721_Exp110_sample1_combined_S1_BC03626_N02
-20.61	-18.18	V1	N721_Exp110_sample1_combined_S1_BC03628_N02
-31.42	13.05	V24	N721_Exp110_sample1_combined_S1_BC03629_N04
22.78	18.69	V26	N721_Exp110_sample1_combined_S1_BC03630_N03
20.52	15.72	V26	N721_Exp110_sample1_combined_S1_BC03631_N02
-14.49	-21.98	V1	N721_Exp110_sample1_combined_S1_BC03632_N02
-18.5	-12.82	V1	N721_Exp110_sample1_combined_S1_BC03633_N01
-12.65	-10.28	V1	N721_Exp110_sample1_combined_S1_BC03634_N01
-11.51	-31.53	V6	N721_Exp110_sample1_combined_S1_BC03635_N03
12.91	30.97	V27	N721_Exp110_sample1_combined_S1_BC03636_N02
-20.61	11.22	V12	N721_Exp110_sample1_combined_S1_BC03637_N03
-15.01	-17.31	V1	N721_Exp110_sample1_combined_S1_BC03638_N02
21.15	16.19	V26	N721_Exp110_sample1_combined_S1_BC03639_N03
17.07	19.52	V26	N721_Exp110_sample1_combined_S1_BC03640_N02
-7.16	4.31	V25	N721_Exp110_sample1_combined_S1_BC03641_N01
-16.27	28.06	V15	N721_Exp110_sample1_combined_S1_BC03642_N06
-16.66	-19.19	V1	N721_Exp110_sample1_combined_S1_BC03643_N01
5.12	-11.4	V13	N721_Exp110_sample1_combined_S1_BC03644_N05
3.59	-26.25	V14	N721_Exp110_sample1_combined_S1_BC03645_N03
21.81	15.35	V26	N721_Exp110_sample1_combined_S1_BC03646_N02
-25.2	-19.82	V1	N721_Exp110_sample1_combined_S1_BC03647_N02
-14.9	-11.55	V1	N721_Exp110_sample1_combined_S1_BC03648_N02
22.34	20.65	V26	N721_Exp110_sample1_combined_S1_BC03649_N03
-12.37	-18.42	V1	N721_Exp110_sample1_combined_S1_BC03650_N02
-15.02	-11.33	V1	N721_Exp110_sample1_combined_S1_BC03652_N02
-19.14	12.15	V12	N721_Exp110_sample1_combined_S1_BC03653_N03
-16.27	-20.75	V1	N721_Exp110_sample1_combined_S1_BC03654_N03
22.76	18.58	V26	N721_Exp110_sample1_combined_S1_BC03655_N04
0.45	-19.12	V23	N721_Exp110_sample1_combined_S1_BC03656_N06
-4.24	-17.4	V23	N721_Exp110_sample1_combined_S1_BC03657_N06
-7.62	-32.31	V6	N721_Exp110_sample1_combined_S1_BC03659_N06
-19.81	-20.97	V1	N721_Exp110_sample1_combined_S1_BC03660_N02
-21.04	-15.84	V1	N721_Exp110_sample1_combined_S1_BC03661_N02
-11.98	-11.88	V1	N721_Exp110_sample1_combined_S1_BC03663_N01
-21.37	-10.28	V1	N721_Exp110_sample1_combined_S1_BC03664_N01
20.51	22.75	V26	N721_Exp110_sample1_combined_S1_BC03665_N02
-14.79	-7.08	V1	N721_Exp110_sample1_combined_S1_BC03666_N02
-14.47	-19	V1	N721_Exp110_sample1_combined_S1_BC03667_N01
16.03	16.64	V26	N721_Exp110_sample1_combined_S1_BC03668_N03
-18.74	-13.08	V1	N721_Exp110_sample1_combined_S1_BC03669_N02
6.22	14.9	V20	N721_Exp110_sample1_combined_S1_BC03671_N04
-7.83	1.69	V25	N721_Exp110_sample1_combined_S1_BC03672_N02
-15.16	-12.3	V1	N721_Exp110_sample1_combined_S1_BC03673_N03
-22.86	-20.8	V1	N721_Exp110_sample1_combined_S1_BC03674_N03
8.9	31.55	V27	N721_Exp110_sample1_combined_S1_BC03675_N04
-14.56	-19.12	V1	N721_Exp110_sample1_combined_S1_BC03676_N01
-20.39	13.82	V12	N721_Exp110_sample1_combined_S1_BC03677_N02
-3.45	-17.82	V23	N721_Exp110_sample1_combined_S1_BC03678_N03
-12.94	-12.73	V1	N721_Exp110_sample1_combined_S1_BC03679_N02
-10.36	20.85	V3	N721_Exp110_sample1_combined_S1_BC03680_N06
-17.72	-14.77	V1	N721_Exp110_sample1_combined_S1_BC03681_N03
9.29	34.24	V27	N721_Exp110_sample1_combined_S1_BC03682_N03
-20.35	-18.77	V1	N721_Exp110_sample1_combined_S1_BC03684_N01
-27.96	6.62	V24	N721_Exp110_sample1_combined_S1_BC03685_N06
-22.26	-12.82	V1	N721_Exp110_sample1_combined_S1_BC03686_N02
2.53	-35.53	V14	N721_Exp110_sample1_combined_S1_BC03687_N05
-22.3	21.87	V12	N721_Exp110_sample1_combined_S1_BC03689_N03
18.69	23.07	V26	N721_Exp110_sample1_combined_S1_BC03690_N03
24.06	15.61	V26	N721_Exp110_sample1_combined_S1_BC03691_N02
11.17	-3.36	V25	N721_Exp110_sample1_combined_S1_BC03693_N01
28.69	-5.64	V16	N721_Exp110_sample1_combined_S1_BC03694_N05
12.24	32.07	V27	N721_Exp110_sample1_combined_S1_BC03695_N03
-14.48	-9.96	V1	N721_Exp110_sample1_combined_S1_BC03696_N02
26.88	21.75	V26	N721_Exp110_sample1_combined_S1_BC03698_N05
-20.21	-14.59	V1	N721_Exp110_sample1_combined_S1_BC03699_N04
3.4	-26.44	V14	N721_Exp110_sample1_combined_S1_BC03700_N05
-16.33	-18.84	V1	N721_Exp110_sample1_combined_S1_BC03701_N01
-12.73	-1.12	V18	N721_Exp110_sample1_combined_S1_BC03702_N03
-20.85	-17.42	V1	N721_Exp110_sample1_combined_S1_BC03703_N02
-17.16	-10.38	V1	N721_Exp110_sample1_combined_S1_BC03705_N02
-19.6	4.47	V2	N721_Exp110_sample1_combined_S1_BC03706_N04
-23	0.98	V2	N721_Exp110_sample1_combined_S1_BC03707_N03
-11.82	-34.12	V6	N721_Exp110_sample1_combined_S1_BC03708_N04
18.1	20.01	V26	N721_Exp110_sample1_combined_S1_BC03709_N03
-31.13	12.42	V24	N721_Exp110_sample1_combined_S1_BC03710_N03
16.49	19.82	V26	N721_Exp110_sample1_combined_S1_BC03711_N03
20.61	18.87	V26	N721_Exp110_sample1_combined_S1_BC03712_N02
19.47	14.93	V26	N721_Exp110_sample1_combined_S1_BC03713_N02
14.14	18.27	V26	N721_Exp110_sample1_combined_S1_BC03714_N02
-16.1	-18.91	V1	N721_Exp110_sample1_combined_S1_BC03715_N02
17.58	13.55	V26	N721_Exp110_sample1_combined_S1_BC03716_N01
-10.69	-31.11	V6	N721_Exp110_sample1_combined_S1_BC03717_N03
-30.82	8.54	V24	N721_Exp110_sample1_combined_S1_BC03718_N05
-19.63	-15.97	V1	N721_Exp110_sample1_combined_S1_BC03719_N02
23.2	20.41	V26	N721_Exp110_sample1_combined_S1_BC03720_N03
-25.5	-7.64	V1	N721_Exp110_sample1_combined_S1_BC03721_N03
-1.36	-12.91	V23	N721_Exp110_sample1_combined_S1_BC03722_N06
16.07	6.91	V21	N721_Exp110_sample1_combined_S1_BC03724_N06
2.26	-30.4	V14	N721_Exp110_sample1_combined_S1_BC03725_N05
-21.6	-9.18	V1	N721_Exp110_sample1_combined_S1_BC03726_N04
15.11	16.88	V26	N721_Exp110_sample1_combined_S1_BC03727_N03
-16.58	-21.39	V1	N721_Exp110_sample1_combined_S1_BC03728_N03
22.88	14.77	V26	N721_Exp110_sample1_combined_S1_BC03730_N03
25.68	16.95	V26	N721_Exp110_sample1_combined_S1_BC03731_N03
-17.2	-5.89	V1	N721_Exp110_sample1_combined_S1_BC03732_N02
1.74	-16.55	V23	N721_Exp110_sample1_combined_S1_BC03733_N04
18.3	18.22	V26	N721_Exp110_sample1_combined_S1_BC03734_N02
-18.66	-22.58	V1	N721_Exp110_sample1_combined_S1_BC03735_N02
21.16	22.09	V26	N721_Exp110_sample1_combined_S1_BC03736_N03
19.92	17.3	V26	N721_Exp110_sample1_combined_S1_BC03737_N03
-13.88	-16.87	V1	N721_Exp110_sample1_combined_S1_BC03738_N02
18.91	-19.56	V9	N721_Exp110_sample1_combined_S1_BC03739_N03
24.13	14.06	V26	N721_Exp110_sample1_combined_S1_BC03740_N03
3.53	-26.11	V14	N721_Exp110_sample1_combined_S1_BC03741_N03
17.78	19.61	V26	N721_Exp110_sample1_combined_S1_BC03742_N02
23.44	21.4	V26	N721_Exp110_sample1_combined_S1_BC03743_N03
-14.26	27.14	V15	N721_Exp110_sample1_combined_S1_BC03744_N02
-23.07	-8.67	V1	N721_Exp110_sample1_combined_S1_BC03745_N02
-21.51	-22.29	V1	N721_Exp110_sample1_combined_S1_BC03747_N03
11.84	32.39	V27	N721_Exp110_sample1_combined_S1_BC03749_N02
19.65	14.86	V26	N721_Exp110_sample1_combined_S1_BC03750_N02
21.79	22.74	V26	N721_Exp110_sample1_combined_S1_BC03751_N02
-11.56	-18.11	V1	N721_Exp110_sample1_combined_S1_BC03752_N02
23.63	18.39	V26	N721_Exp110_sample1_combined_S1_BC03753_N02
26.68	20.57	V26	N721_Exp110_sample1_combined_S1_BC03755_N02
18.61	19.01	V26	N721_Exp110_sample1_combined_S1_BC03757_N03
-19.58	-22.86	V1	N721_Exp110_sample1_combined_S1_BC03758_N02
26.42	18.8	V26	N721_Exp110_sample1_combined_S1_BC03759_N03
-20.05	13.08	V12	N721_Exp110_sample1_combined_S1_BC03760_N02
8.89	34.76	V27	N721_Exp110_sample1_combined_S1_BC03761_N03
18.9	18.96	V26	N721_Exp110_sample1_combined_S1_BC03762_N03
-20.53	-13.58	V1	N721_Exp110_sample1_combined_S1_BC03763_N02
17.9	21.26	V26	N721_Exp110_sample1_combined_S1_BC03764_N03
-12.51	-8.21	V1	N721_Exp110_sample1_combined_S1_BC03765_N05
22.62	13.44	V26	N721_Exp110_sample1_combined_S1_BC03766_N02
16.43	14.74	V26	N721_Exp110_sample1_combined_S1_BC03767_N02
-28.07	6.33	V24	N721_Exp110_sample1_combined_S1_BC03768_N05
20.82	17.89	V26	N721_Exp110_sample1_combined_S1_BC03769_N03
-15.03	-11.36	V1	N721_Exp110_sample1_combined_S1_BC03770_N02
17.54	17.77	V26	N721_Exp110_sample1_combined_S1_BC03771_N03
-19.82	12.16	V12	N721_Exp110_sample1_combined_S1_BC03772_N06
-22.07	-8.46	V1	N721_Exp110_sample1_combined_S1_BC03773_N02
-26.55	-17.33	V1	N721_Exp110_sample1_combined_S1_BC03774_N05
-30.46	9.45	V24	N721_Exp110_sample1_combined_S1_BC03775_N04
-33.59	10.3	V24	N721_Exp110_sample1_combined_S1_BC03776_N04
-28.95	10.38	V24	N721_Exp110_sample1_combined_S1_BC03777_N04
-18.24	2.17	V2	N721_Exp110_sample1_combined_S1_BC03778_N02
-12.78	-15.88	V1	N721_Exp110_sample1_combined_S1_BC03779_N03
27.81	16.1	V26	N721_Exp110_sample1_combined_S1_BC03780_N03
20.8	-8.03	V16	N721_Exp110_sample1_combined_S1_BC03782_N04
23.56	21.41	V26	N721_Exp110_sample1_combined_S1_BC03783_N03
-15.67	-17.77	V1	N721_Exp110_sample1_combined_S1_BC03784_N02
-15.59	28.47	V15	N721_Exp110_sample1_combined_S1_BC03785_N06
14.07	19.79	V26	N721_Exp110_sample1_combined_S1_BC03786_N03
-10.55	-29.76	V6	N721_Exp110_sample1_combined_S1_BC03787_N03
6.64	-2.82	V25	N721_Exp110_sample1_combined_S1_BC03788_N06
-19.46	-12.6	V1	N721_Exp110_sample1_combined_S1_BC03789_N02
-13.02	-14.24	V1	N721_Exp110_sample1_combined_S1_BC03790_N03
-27.92	12.03	V24	N721_Exp110_sample1_combined_S1_BC03791_N03
19.96	24.22	V26	N721_Exp110_sample1_combined_S1_BC03793_N02
20.84	17.14	V26	N721_Exp110_sample1_combined_S1_BC03794_N02
21.52	13.8	V26	N721_Exp110_sample1_combined_S1_BC03796_N03
26.97	23.08	V26	N721_Exp110_sample1_combined_S1_BC03797_N03
27.87	18.97	V26	N721_Exp110_sample1_combined_S1_BC03798_N02
22.92	23.96	V26	N721_Exp110_sample1_combined_S1_BC03799_N03
-17.62	-10.55	V1	N721_Exp110_sample1_combined_S1_BC03800_N03
20.31	17.71	V26	N721_Exp110_sample1_combined_S1_BC03801_N03
15.57	20.41	V26	N721_Exp110_sample1_combined_S1_BC03802_N02
