tSNE1	tSNE2	cluster_id	cell_id
-27.43	10.87	V24	N726_Exp110_sample5_combined_S1_BC02623_N02
-33.65	10.91	V24	N726_Exp110_sample5_combined_S1_BC02624_N03
15.92	-8.44	V13	N726_Exp110_sample5_combined_S1_BC02625_N04
28.58	19.74	V26	N726_Exp110_sample5_combined_S1_BC02626_N03
-10.37	-10.96	V1	N726_Exp110_sample5_combined_S1_BC02627_N01
23.81	12.96	V26	N726_Exp110_sample5_combined_S1_BC02628_N01
24.58	18.43	V26	N726_Exp110_sample5_combined_S1_BC02629_N01
-25.86	4.52	V2	N726_Exp110_sample5_combined_S1_BC02630_N04
7.22	8.4	V25	N726_Exp110_sample5_combined_S1_BC02631_N04
0.22	13	V25	N726_Exp110_sample5_combined_S1_BC02632_N06
23.36	-10.31	V16	N726_Exp110_sample5_combined_S1_BC02633_N04
-20.04	-23.71	V1	N726_Exp110_sample5_combined_S1_BC02634_N03
3.03	-35.33	V14	N726_Exp110_sample5_combined_S1_BC02635_N05
28	-20.63	V9	N726_Exp110_sample5_combined_S1_BC02636_N03
-11.59	-33.59	V6	N726_Exp110_sample5_combined_S1_BC02638_N01
12.47	-11.37	V13	N726_Exp110_sample5_combined_S1_BC02639_N04
15.33	-0.9	V21	N726_Exp110_sample5_combined_S1_BC02640_N04
-30.59	7.37	V24	N726_Exp110_sample5_combined_S1_BC02641_N01
-24.13	4.88	V2	N726_Exp110_sample5_combined_S1_BC02643_N03
16.2	17.8	V26	N726_Exp110_sample5_combined_S1_BC02644_N01
-1.87	26.19	V4	N726_Exp110_sample5_combined_S1_BC02645_N05
-4.34	-15.31	V23	N726_Exp110_sample5_combined_S1_BC02646_N02
-30.63	9	V24	N726_Exp110_sample5_combined_S1_BC02647_N02
0.36	-0.62	V25	N726_Exp110_sample5_combined_S1_BC02648_N05
8.96	-18.73	V13	N726_Exp110_sample5_combined_S1_BC02649_N05
-4.93	10.2	V25	N726_Exp110_sample5_combined_S1_BC02650_N03
7.08	23.37	V20	N726_Exp110_sample5_combined_S1_BC02651_N03
27.26	17.77	V26	N726_Exp110_sample5_combined_S1_BC02653_N02
-31.28	12.45	V24	N726_Exp110_sample5_combined_S1_BC02654_N02
22.9	24.21	V26	N726_Exp110_sample5_combined_S1_BC02655_N01
3.06	-15.9	V23	N726_Exp110_sample5_combined_S1_BC02656_N05
-1.11	-13.46	V23	N726_Exp110_sample5_combined_S1_BC02657_N04
0.1	-17.75	V23	N726_Exp110_sample5_combined_S1_BC02658_N04
-25.85	4.91	V2	N726_Exp110_sample5_combined_S1_BC02659_N04
27.74	18.75	V26	N726_Exp110_sample5_combined_S1_BC02660_N01
-0.61	32.57	V11	N726_Exp110_sample5_combined_S1_BC02661_N04
21.09	24.97	V26	N726_Exp110_sample5_combined_S1_BC02662_N01
-23.06	-18.88	V1	N726_Exp110_sample5_combined_S1_BC02663_N02
-24.04	0.47	V2	N726_Exp110_sample5_combined_S1_BC02664_N03
-15.41	-14	V1	N726_Exp110_sample5_combined_S1_BC02665_N01
-4.4	-28.96	V22	N726_Exp110_sample5_combined_S1_BC02666_N05
-30.66	13.92	V24	N726_Exp110_sample5_combined_S1_BC02667_N02
21.59	25.15	V26	N726_Exp110_sample5_combined_S1_BC02668_N02
14.79	6.26	V21	N726_Exp110_sample5_combined_S1_BC02669_N03
17.72	6.93	V21	N726_Exp110_sample5_combined_S1_BC02670_N03
9.23	1.46	V25	N726_Exp110_sample5_combined_S1_BC02672_N03
-12.72	-3.3	V18	N726_Exp110_sample5_combined_S1_BC02673_N01
21.7	0.63	V21	N726_Exp110_sample5_combined_S1_BC02674_N06
-23.56	21.24	V12	N726_Exp110_sample5_combined_S1_BC02675_N02
-16.49	-8.34	V1	N726_Exp110_sample5_combined_S1_BC02676_N01
13.9	11.85	V26	N726_Exp110_sample5_combined_S1_BC02677_N02
-11.98	-33.89	V6	N726_Exp110_sample5_combined_S1_BC02678_N03
7.89	21.85	V20	N726_Exp110_sample5_combined_S1_BC02679_N04
15.07	7.38	V21	N726_Exp110_sample5_combined_S1_BC02680_N02
0.48	-22.44	V23	N726_Exp110_sample5_combined_S1_BC02681_N04
16.52	16.13	V26	N726_Exp110_sample5_combined_S1_BC02682_N01
-2.54	33.35	V11	N726_Exp110_sample5_combined_S1_BC02683_N03
-11.04	-33.78	V6	N726_Exp110_sample5_combined_S1_BC02684_N01
-6.87	10.95	V25	N726_Exp110_sample5_combined_S1_BC02686_N04
-6.95	6.69	V25	N726_Exp110_sample5_combined_S1_BC02687_N05
-33.49	10.06	V24	N726_Exp110_sample5_combined_S1_BC02689_N02
12.41	32.51	V27	N726_Exp110_sample5_combined_S1_BC02690_N03
-15.67	17.79	V12	N726_Exp110_sample5_combined_S1_BC02691_N03
-11.07	-33.27	V6	N726_Exp110_sample5_combined_S1_BC02692_N01
25.16	2.12	V21	N726_Exp110_sample5_combined_S1_BC02693_N05
-26.37	-6.61	V24	N726_Exp110_sample5_combined_S1_BC02694_N03
9.24	35.63	V27	N726_Exp110_sample5_combined_S1_BC02695_N02
-4.01	-5.7	V19	N726_Exp110_sample5_combined_S1_BC02696_N04
-23.36	-14.1	V1	N726_Exp110_sample5_combined_S1_BC02697_N01
17.05	17.49	V26	N726_Exp110_sample5_combined_S1_BC02698_N01
11.48	-16.86	V13	N726_Exp110_sample5_combined_S1_BC02699_N02
19.39	-27.65	V5	N726_Exp110_sample5_combined_S1_BC02700_N05
-19.53	-23.19	V1	N726_Exp110_sample5_combined_S1_BC02701_N01
3.02	-16.83	V23	N726_Exp110_sample5_combined_S1_BC02702_N04
-10.47	-31.91	V6	N726_Exp110_sample5_combined_S1_BC02703_N01
-18.41	3.37	V2	N726_Exp110_sample5_combined_S1_BC02704_N03
-21.87	0.62	V2	N726_Exp110_sample5_combined_S1_BC02705_N03
-23.7	-17.65	V1	N726_Exp110_sample5_combined_S1_BC02706_N01
-24.81	-11.67	V1	N726_Exp110_sample5_combined_S1_BC02707_N01
1.94	-4.06	V25	N726_Exp110_sample5_combined_S1_BC02708_N06
-6.02	2.23	V25	N726_Exp110_sample5_combined_S1_BC02709_N04
-35.57	-1.24	V10	N726_Exp110_sample5_combined_S1_BC02710_N05
-15.28	-22.83	V1	N726_Exp110_sample5_combined_S1_BC02711_N01
-25.61	-17.61	V1	N726_Exp110_sample5_combined_S1_BC02712_N01
6.58	19.83	V20	N726_Exp110_sample5_combined_S1_BC02713_N06
-33.8	9.35	V24	N726_Exp110_sample5_combined_S1_BC02714_N02
3.19	15.7	V20	N726_Exp110_sample5_combined_S1_BC02715_N02
-28.76	11.05	V24	N726_Exp110_sample5_combined_S1_BC02716_N02
1.88	-34.58	V14	N726_Exp110_sample5_combined_S1_BC02717_N02
15.62	-16.8	V13	N726_Exp110_sample5_combined_S1_BC02718_N04
17.21	23.29	V26	N726_Exp110_sample5_combined_S1_BC02719_N02
26.2	16.79	V26	N726_Exp110_sample5_combined_S1_BC02720_N01
-4.77	1.44	V25	N726_Exp110_sample5_combined_S1_BC02722_N05
-26.76	-6.98	V1	N726_Exp110_sample5_combined_S1_BC02723_N03
-7.9	11.82	V25	N726_Exp110_sample5_combined_S1_BC02724_N06
20.63	-19.83	V9	N726_Exp110_sample5_combined_S1_BC02725_N03
-23.52	18.83	V12	N726_Exp110_sample5_combined_S1_BC02726_N03
-6.45	8.41	V25	N726_Exp110_sample5_combined_S1_BC02727_N04
22.68	19.82	V26	N726_Exp110_sample5_combined_S1_BC02728_N01
0.7	-33.17	V14	N726_Exp110_sample5_combined_S1_BC02729_N03
17.78	-27.09	V5	N726_Exp110_sample5_combined_S1_BC02731_N06
-21.56	9.84	V12	N726_Exp110_sample5_combined_S1_BC02733_N04
-14.78	-16.88	V1	N726_Exp110_sample5_combined_S1_BC02734_N01
23.63	24.54	V26	N726_Exp110_sample5_combined_S1_BC02735_N02
12.13	32.46	V27	N726_Exp110_sample5_combined_S1_BC02736_N04
-2.09	6.36	V25	N726_Exp110_sample5_combined_S1_BC02737_N06
-32.42	9.79	V24	N726_Exp110_sample5_combined_S1_BC02738_N03
-25.06	3.37	V2	N726_Exp110_sample5_combined_S1_BC02739_N03
16.76	4.51	V21	N726_Exp110_sample5_combined_S1_BC02741_N04
27.21	24.16	V26	N726_Exp110_sample5_combined_S1_BC02743_N02
-33.15	8.6	V24	N726_Exp110_sample5_combined_S1_BC02744_N03
-13.73	-20.37	V1	N726_Exp110_sample5_combined_S1_BC02745_N01
-20.31	12	V12	N726_Exp110_sample5_combined_S1_BC02746_N01
10.88	34.47	V27	N726_Exp110_sample5_combined_S1_BC02748_N04
15.55	19.68	V26	N726_Exp110_sample5_combined_S1_BC02749_N01
-11.23	-33.74	V6	N726_Exp110_sample5_combined_S1_BC02750_N02
-13.99	-1.62	V18	N726_Exp110_sample5_combined_S1_BC02751_N05
-5.18	-9.19	V23	N726_Exp110_sample5_combined_S1_BC02752_N05
13.96	11.78	V26	N726_Exp110_sample5_combined_S1_BC02753_N03
-21.12	-19.75	V1	N726_Exp110_sample5_combined_S1_BC02754_N01
-20.71	-19.8	V1	N726_Exp110_sample5_combined_S1_BC02756_N01
-19.77	-23.4	V1	N726_Exp110_sample5_combined_S1_BC02757_N02
-22.48	-22.11	V1	N726_Exp110_sample5_combined_S1_BC02758_N01
-7.91	5.37	V25	N726_Exp110_sample5_combined_S1_BC02760_N04
3.24	15.6	V20	N726_Exp110_sample5_combined_S1_BC02761_N03
-31.25	10.82	V24	N726_Exp110_sample5_combined_S1_BC02762_N01
2.06	-33.83	V14	N726_Exp110_sample5_combined_S1_BC02763_N06
-25.52	3.55	V2	N726_Exp110_sample5_combined_S1_BC02764_N03
28.49	22.02	V26	N726_Exp110_sample5_combined_S1_BC02765_N01
-6.95	-2.89	V25	N726_Exp110_sample5_combined_S1_BC02766_N03
-21	2.38	V2	N726_Exp110_sample5_combined_S1_BC02767_N06
28.24	22.84	V26	N726_Exp110_sample5_combined_S1_BC02768_N02
-0.86	3.66	V25	N726_Exp110_sample5_combined_S1_BC02769_N04
-32.49	8.77	V24	N726_Exp110_sample5_combined_S1_BC02770_N03
-15.29	-1.25	V18	N726_Exp110_sample5_combined_S1_BC02771_N05
-6.07	5.59	V25	N726_Exp110_sample5_combined_S1_BC02772_N06
-7.68	6.51	V25	N726_Exp110_sample5_combined_S1_BC02773_N05
3.1	4.06	V25	N726_Exp110_sample5_combined_S1_BC02774_N01
11.76	6.81	V21	N726_Exp110_sample5_combined_S1_BC02775_N04
6.37	22.55	V20	N726_Exp110_sample5_combined_S1_BC02776_N01
24.12	21.44	V26	N726_Exp110_sample5_combined_S1_BC02777_N02
11.49	-18.04	V13	N726_Exp110_sample5_combined_S1_BC02778_N04
5.66	-25.78	V25	N726_Exp110_sample5_combined_S1_BC02779_N06
4.54	20.12	V20	N726_Exp110_sample5_combined_S1_BC02780_N04
-7.66	6.86	V25	N726_Exp110_sample5_combined_S1_BC02781_N03
-3.04	15.09	V25	N726_Exp110_sample5_combined_S1_BC02782_N03
7.19	21.61	V20	N726_Exp110_sample5_combined_S1_BC02784_N03
-3.78	-20.58	V23	N726_Exp110_sample5_combined_S1_BC02785_N05
15.42	2.37	V21	N726_Exp110_sample5_combined_S1_BC02786_N06
25.57	20.72	V26	N726_Exp110_sample5_combined_S1_BC02787_N01
-32.16	12.62	V24	N726_Exp110_sample5_combined_S1_BC02788_N03
5.49	-1.36	V25	N726_Exp110_sample5_combined_S1_BC02789_N01
21.32	24.93	V26	N726_Exp110_sample5_combined_S1_BC02790_N01
28.85	21.25	V26	N726_Exp110_sample5_combined_S1_BC02792_N02
-1.15	34.32	V11	N726_Exp110_sample5_combined_S1_BC02793_N03
-11.6	-34.03	V6	N726_Exp110_sample5_combined_S1_BC02794_N02
-1.34	36.31	V11	N726_Exp110_sample5_combined_S1_BC02795_N04
-12.02	-30.94	V6	N726_Exp110_sample5_combined_S1_BC02796_N01
-14.25	-14.24	V1	N726_Exp110_sample5_combined_S1_BC02797_N01
28.79	18.43	V26	N726_Exp110_sample5_combined_S1_BC02799_N01
-3.37	-3.16	V25	N726_Exp110_sample5_combined_S1_BC02800_N04
3.06	-19.98	V23	N726_Exp110_sample5_combined_S1_BC02801_N04
9.62	-19.02	V13	N726_Exp110_sample5_combined_S1_BC02802_N03
-32.21	10.23	V24	N726_Exp110_sample5_combined_S1_BC02803_N02
-22.25	0.5	V2	N726_Exp110_sample5_combined_S1_BC02804_N04
-14.67	-17.31	V1	N726_Exp110_sample5_combined_S1_BC02805_N02
-13.1	-11.46	V1	N726_Exp110_sample5_combined_S1_BC02806_N01
-22.16	-18.9	V1	N726_Exp110_sample5_combined_S1_BC02808_N01
8.98	34.83	V27	N726_Exp110_sample5_combined_S1_BC02809_N01
28.17	22.58	V26	N726_Exp110_sample5_combined_S1_BC02810_N02
-24.67	-19.16	V1	N726_Exp110_sample5_combined_S1_BC02811_N01
-5.25	-18.83	V23	N726_Exp110_sample5_combined_S1_BC02812_N06
9.99	34.77	V27	N726_Exp110_sample5_combined_S1_BC02813_N04
-12.22	-12.21	V1	N726_Exp110_sample5_combined_S1_BC02814_N01
-2.93	35.04	V11	N726_Exp110_sample5_combined_S1_BC02815_N02
10.96	-8.54	V13	N726_Exp110_sample5_combined_S1_BC02816_N04
-9.93	-1.51	V17	N726_Exp110_sample5_combined_S1_BC02817_N04
-23.75	-20.43	V1	N726_Exp110_sample5_combined_S1_BC02818_N01
2.58	0.46	V25	N726_Exp110_sample5_combined_S1_BC02820_N06
18.4	-3.38	V21	N726_Exp110_sample5_combined_S1_BC02821_N05
-25.47	-20.69	V1	N726_Exp110_sample5_combined_S1_BC02822_N01
24.52	15.28	V26	N726_Exp110_sample5_combined_S1_BC02823_N03
-0.11	32.62	V11	N726_Exp110_sample5_combined_S1_BC02824_N03
-1.25	19.76	V11	N726_Exp110_sample5_combined_S1_BC02825_N03
-19.3	29.11	V15	N726_Exp110_sample5_combined_S1_BC02828_N04
-23.79	4.12	V2	N726_Exp110_sample5_combined_S1_BC02829_N03
12.18	6.52	V21	N726_Exp110_sample5_combined_S1_BC02830_N05
3.97	19.01	V20	N726_Exp110_sample5_combined_S1_BC02831_N05
-20.9	10.44	V12	N726_Exp110_sample5_combined_S1_BC02833_N02
19.38	-18.35	V9	N726_Exp110_sample5_combined_S1_BC02834_N04
24.66	4.75	V21	N726_Exp110_sample5_combined_S1_BC02835_N06
-23.09	-22.9	V1	N726_Exp110_sample5_combined_S1_BC02836_N01
-34.87	-1.17	V10	N726_Exp110_sample5_combined_S1_BC02837_N03
-17.2	-23.69	V1	N726_Exp110_sample5_combined_S1_BC02838_N03
-19.41	-12.35	V1	N726_Exp110_sample5_combined_S1_BC02839_N02
-28.47	-15.69	V1	N726_Exp110_sample5_combined_S1_BC02840_N01
-3.92	-5.72	V19	N726_Exp110_sample5_combined_S1_BC02841_N06
27.82	24.05	V26	N726_Exp110_sample5_combined_S1_BC02842_N03
20.95	20.89	V26	N726_Exp110_sample5_combined_S1_BC02845_N02
-33.7	9.92	V24	N726_Exp110_sample5_combined_S1_BC02847_N03
-11.04	-34.42	V6	N726_Exp110_sample5_combined_S1_BC02848_N02
6.55	23.24	V20	N726_Exp110_sample5_combined_S1_BC02849_N03
-31.06	8.5	V24	N726_Exp110_sample5_combined_S1_BC02850_N03
3.8	22.97	V20	N726_Exp110_sample5_combined_S1_BC02852_N04
-21.11	10.75	V12	N726_Exp110_sample5_combined_S1_BC02853_N03
-4.5	-14.14	V23	N726_Exp110_sample5_combined_S1_BC02854_N06
21.06	-6.74	V16	N726_Exp110_sample5_combined_S1_BC02855_N03
19.77	18.7	V26	N726_Exp110_sample5_combined_S1_BC02856_N01
-25.87	-0.41	V2	N726_Exp110_sample5_combined_S1_BC02857_N03
-2.12	26.06	V4	N726_Exp110_sample5_combined_S1_BC02858_N04
7.42	20.03	V20	N726_Exp110_sample5_combined_S1_BC02859_N04
-7.46	5.8	V25	N726_Exp110_sample5_combined_S1_BC02860_N06
-7.1	6.17	V25	N726_Exp110_sample5_combined_S1_BC02861_N06
23.46	19.47	V26	N726_Exp110_sample5_combined_S1_BC02862_N01
-12.06	-32.87	V6	N726_Exp110_sample5_combined_S1_BC02863_N03
-0.28	-5.3	V25	N726_Exp110_sample5_combined_S1_BC02864_N02
-16.71	29.63	V15	N726_Exp110_sample5_combined_S1_BC02865_N05
-27.13	-12.39	V1	N726_Exp110_sample5_combined_S1_BC02867_N01
-16.05	-8.43	V1	N726_Exp110_sample5_combined_S1_BC02868_N01
-4.66	-15.2	V23	N726_Exp110_sample5_combined_S1_BC02869_N06
2.69	-0.26	V25	N726_Exp110_sample5_combined_S1_BC02870_N03
27.72	19.21	V26	N726_Exp110_sample5_combined_S1_BC02871_N02
28.34	21.81	V26	N726_Exp110_sample5_combined_S1_BC02872_N03
-7.54	7.21	V25	N726_Exp110_sample5_combined_S1_BC02873_N06
-7.86	18.37	V3	N726_Exp110_sample5_combined_S1_BC02874_N06
-32.32	11.72	V24	N726_Exp110_sample5_combined_S1_BC02875_N03
5.33	19.39	V20	N726_Exp110_sample5_combined_S1_BC02877_N04
-22.91	-14.59	V1	N726_Exp110_sample5_combined_S1_BC02878_N01
-33.45	9.4	V24	N726_Exp110_sample5_combined_S1_BC02879_N03
-16.28	-24.03	V1	N726_Exp110_sample5_combined_S1_BC02880_N02
-32.22	12.19	V24	N726_Exp110_sample5_combined_S1_BC02881_N03
15.06	17.98	V26	N726_Exp110_sample5_combined_S1_BC02882_N01
13.8	11.7	V26	N726_Exp110_sample5_combined_S1_BC02883_N02
-2.15	14.57	V25	N726_Exp110_sample5_combined_S1_BC02884_N04
23.01	20.84	V26	N726_Exp110_sample5_combined_S1_BC02885_N01
-16.18	-18.71	V1	N726_Exp110_sample5_combined_S1_BC02886_N01
-30.04	7.79	V24	N726_Exp110_sample5_combined_S1_BC02887_N03
-31.69	12.05	V24	N726_Exp110_sample5_combined_S1_BC02888_N02
7.94	-30.45	V14	N726_Exp110_sample5_combined_S1_BC02889_N05
13.6	29.36	V27	N726_Exp110_sample5_combined_S1_BC02890_N03
-3.91	-13.04	V23	N726_Exp110_sample5_combined_S1_BC02891_N04
-10.94	-33.88	V6	N726_Exp110_sample5_combined_S1_BC02892_N02
12.92	3.21	V21	N726_Exp110_sample5_combined_S1_BC02893_N04
0.97	-23.28	V23	N726_Exp110_sample5_combined_S1_BC02895_N06
-14.26	-1.44	V18	N726_Exp110_sample5_combined_S1_BC02897_N05
1.29	-2.54	V25	N726_Exp110_sample5_combined_S1_BC02898_N04
-30.41	13.45	V24	N726_Exp110_sample5_combined_S1_BC02899_N02
-20.3	11.99	V12	N726_Exp110_sample5_combined_S1_BC02900_N01
24.87	22.09	V26	N726_Exp110_sample5_combined_S1_BC02901_N02
25.74	22.86	V26	N726_Exp110_sample5_combined_S1_BC02902_N02
-6.56	-12.03	V23	N726_Exp110_sample5_combined_S1_BC02904_N02
-28	10.7	V24	N726_Exp110_sample5_combined_S1_BC02905_N01
13.72	11.65	V26	N726_Exp110_sample5_combined_S1_BC02906_N03
-1.82	32.78	V11	N726_Exp110_sample5_combined_S1_BC02907_N01
-23.24	-15.22	V1	N726_Exp110_sample5_combined_S1_BC02908_N01
19.71	20.64	V26	N726_Exp110_sample5_combined_S1_BC02909_N02
-12.8	-19.11	V1	N726_Exp110_sample5_combined_S1_BC02910_N03
-12.32	-20.26	V1	N726_Exp110_sample5_combined_S1_BC02911_N01
-21.42	11.16	V12	N726_Exp110_sample5_combined_S1_BC02912_N03
-17.01	-9.31	V1	N726_Exp110_sample5_combined_S1_BC02913_N01
17.14	23.64	V26	N726_Exp110_sample5_combined_S1_BC02914_N02
-23.36	3.8	V2	N726_Exp110_sample5_combined_S1_BC02916_N03
-16.35	31.88	V15	N726_Exp110_sample5_combined_S1_BC02918_N05
10.11	-18.79	V13	N726_Exp110_sample5_combined_S1_BC02920_N05
-21.53	-16.45	V1	N726_Exp110_sample5_combined_S1_BC02921_N01
-22.49	-13.21	V1	N726_Exp110_sample5_combined_S1_BC02922_N01
-26.26	1.56	V2	N726_Exp110_sample5_combined_S1_BC02923_N05
-4.44	6.23	V25	N726_Exp110_sample5_combined_S1_BC02926_N02
-12.45	-13.61	V1	N726_Exp110_sample5_combined_S1_BC02927_N01
26.34	19.34	V26	N726_Exp110_sample5_combined_S1_BC02929_N01
1.93	-14.05	V23	N726_Exp110_sample5_combined_S1_BC02930_N05
-10.63	-32.31	V6	N726_Exp110_sample5_combined_S1_BC02931_N01
-23.35	-16.64	V1	N726_Exp110_sample5_combined_S1_BC02932_N02
1.37	-22.01	V23	N726_Exp110_sample5_combined_S1_BC02933_N06
-15.95	-24.1	V1	N726_Exp110_sample5_combined_S1_BC02934_N02
28.01	20.9	V26	N726_Exp110_sample5_combined_S1_BC02935_N01
-17.92	-12.49	V1	N726_Exp110_sample5_combined_S1_BC02936_N02
-21.66	-19.55	V1	N726_Exp110_sample5_combined_S1_BC02937_N01
9.68	-19.31	V13	N726_Exp110_sample5_combined_S1_BC02938_N05
25.94	19.87	V26	N726_Exp110_sample5_combined_S1_BC02939_N02
24.57	24.14	V26	N726_Exp110_sample5_combined_S1_BC02940_N02
-15.86	-23.68	V1	N726_Exp110_sample5_combined_S1_BC02941_N01
7.68	-11.23	V13	N726_Exp110_sample5_combined_S1_BC02942_N06
20.44	20.91	V26	N726_Exp110_sample5_combined_S1_BC02943_N02
23.69	16.37	V26	N726_Exp110_sample5_combined_S1_BC02944_N02
-11.12	-32.25	V6	N726_Exp110_sample5_combined_S1_BC02945_N02
27.5	22.47	V26	N726_Exp110_sample5_combined_S1_BC02946_N02
15.2	17.91	V26	N726_Exp110_sample5_combined_S1_BC02947_N02
9.3	35.18	V27	N726_Exp110_sample5_combined_S1_BC02948_N02
-24.67	1.8	V2	N726_Exp110_sample5_combined_S1_BC02949_N03
27.45	22.37	V26	N726_Exp110_sample5_combined_S1_BC02950_N01
12.14	32.43	V27	N726_Exp110_sample5_combined_S1_BC02951_N03
-29.61	13.35	V24	N726_Exp110_sample5_combined_S1_BC02952_N02
6.09	20.88	V20	N726_Exp110_sample5_combined_S1_BC02953_N06
-20.36	1.9	V2	N726_Exp110_sample5_combined_S1_BC02955_N04
-28	8.15	V24	N726_Exp110_sample5_combined_S1_BC02956_N01
-31.22	7.23	V24	N726_Exp110_sample5_combined_S1_BC02958_N03
-20.42	12.39	V12	N726_Exp110_sample5_combined_S1_BC02959_N01
-22.21	-11.55	V1	N726_Exp110_sample5_combined_S1_BC02960_N01
14.32	5.76	V21	N726_Exp110_sample5_combined_S1_BC02961_N04
-14.15	-11.26	V1	N726_Exp110_sample5_combined_S1_BC02962_N01
-32.18	9.38	V24	N726_Exp110_sample5_combined_S1_BC02963_N03
26.58	17.7	V26	N726_Exp110_sample5_combined_S1_BC02964_N02
9.31	35.47	V27	N726_Exp110_sample5_combined_S1_BC02965_N02
-21.88	0.38	V2	N726_Exp110_sample5_combined_S1_BC02967_N05
-21.78	-12.11	V1	N726_Exp110_sample5_combined_S1_BC02968_N01
25.95	18.15	V26	N726_Exp110_sample5_combined_S1_BC02969_N01
26.31	17.68	V26	N726_Exp110_sample5_combined_S1_BC02971_N04
-17.12	-24.88	V1	N726_Exp110_sample5_combined_S1_BC02974_N01
26.6	24.19	V26	N726_Exp110_sample5_combined_S1_BC02975_N02
27.35	22.18	V26	N726_Exp110_sample5_combined_S1_BC02976_N03
18.44	22.1	V26	N726_Exp110_sample5_combined_S1_BC02977_N02
24.59	21.48	V26	N726_Exp110_sample5_combined_S1_BC02978_N02
-10.33	-33.85	V6	N726_Exp110_sample5_combined_S1_BC02979_N03
27.01	21.36	V26	N726_Exp110_sample5_combined_S1_BC02980_N02
22.32	16.58	V26	N726_Exp110_sample5_combined_S1_BC02981_N03
16.15	21.62	V26	N726_Exp110_sample5_combined_S1_BC02982_N01
-32.48	12.16	V24	N726_Exp110_sample5_combined_S1_BC02983_N03
23.1	23.7	V26	N726_Exp110_sample5_combined_S1_BC02984_N02
25.84	18.87	V26	N726_Exp110_sample5_combined_S1_BC02985_N02
25.28	24.1	V26	N726_Exp110_sample5_combined_S1_BC02986_N03
-29.69	13.42	V24	N726_Exp110_sample5_combined_S1_BC02987_N02
19.77	0.64	V21	N726_Exp110_sample5_combined_S1_BC02991_N06
-23.89	-12.22	V1	N726_Exp110_sample5_combined_S1_BC02992_N01
20.01	-18.09	V9	N726_Exp110_sample5_combined_S1_BC02993_N02
-10.32	-7.45	V1	N726_Exp110_sample5_combined_S1_BC02994_N04
26.99	21.96	V26	N726_Exp110_sample5_combined_S1_BC02995_N03
25.1	15.68	V26	N726_Exp110_sample5_combined_S1_BC02996_N01
-2.12	6.74	V25	N726_Exp110_sample5_combined_S1_BC02998_N05
-25.66	3.9	V2	N726_Exp110_sample5_combined_S1_BC03000_N05
-21.29	-11.25	V1	N726_Exp110_sample5_combined_S1_BC03001_N02
-18.84	-18.89	V1	N726_Exp110_sample5_combined_S1_BC03002_N02
-28.9	11.84	V24	N726_Exp110_sample5_combined_S1_BC03005_N03
-10.06	30.72	V15	N726_Exp110_sample5_combined_S1_BC03007_N06
-14.52	-13.8	V1	N726_Exp110_sample5_combined_S1_BC03008_N01
-22.16	-23.11	V1	N726_Exp110_sample5_combined_S1_BC03009_N02
24.66	18.24	V26	N726_Exp110_sample5_combined_S1_BC03010_N03
-21.42	10.96	V12	N726_Exp110_sample5_combined_S1_BC03011_N03
-13.96	-15.29	V1	N726_Exp110_sample5_combined_S1_BC03012_N01
24.75	18.84	V26	N726_Exp110_sample5_combined_S1_BC03013_N02
-26.32	0.86	V2	N726_Exp110_sample5_combined_S1_BC03016_N03
-15.6	17.91	V12	N726_Exp110_sample5_combined_S1_BC03017_N04
-2.2	-19.91	V23	N726_Exp110_sample5_combined_S1_BC03018_N04
-26.51	2.77	V2	N726_Exp110_sample5_combined_S1_BC03020_N03
12.17	-11.47	V13	N726_Exp110_sample5_combined_S1_BC03021_N06
0.85	-33.95	V14	N726_Exp110_sample5_combined_S1_BC03022_N03
18.02	21.87	V26	N726_Exp110_sample5_combined_S1_BC03024_N02
-29.56	7.61	V24	N726_Exp110_sample5_combined_S1_BC03025_N04
7.89	-27.67	V14	N726_Exp110_sample5_combined_S1_BC03026_N06
-1.22	-20.25	V23	N726_Exp110_sample5_combined_S1_BC03027_N03
-24.64	-14.26	V1	N726_Exp110_sample5_combined_S1_BC03028_N01
-25.03	-8.63	V1	N726_Exp110_sample5_combined_S1_BC03029_N01
-17.02	-15.1	V1	N726_Exp110_sample5_combined_S1_BC03030_N03
27.09	16.99	V26	N726_Exp110_sample5_combined_S1_BC03031_N01
-15.23	-17.92	V1	N726_Exp110_sample5_combined_S1_BC03032_N01
-14.81	-21.93	V1	N726_Exp110_sample5_combined_S1_BC03035_N02
-14.91	-16.65	V1	N726_Exp110_sample5_combined_S1_BC03036_N01
-10.6	17.59	V3	N726_Exp110_sample5_combined_S1_BC03037_N05
24.44	18.84	V26	N726_Exp110_sample5_combined_S1_BC03038_N02
-29.26	13.55	V24	N726_Exp110_sample5_combined_S1_BC03039_N02
-32.2	9.06	V24	N726_Exp110_sample5_combined_S1_BC03040_N04
-30.73	12.11	V24	N726_Exp110_sample5_combined_S1_BC03041_N02
27.66	19.25	V26	N726_Exp110_sample5_combined_S1_BC03043_N01
17.85	22.54	V26	N726_Exp110_sample5_combined_S1_BC03044_N02
-33.07	8.24	V24	N726_Exp110_sample5_combined_S1_BC03045_N04
-16.37	-8.42	V1	N726_Exp110_sample5_combined_S1_BC03046_N02
-17.86	-17.04	V1	N726_Exp110_sample5_combined_S1_BC03049_N02
-22.81	-16.98	V1	N726_Exp110_sample5_combined_S1_BC03050_N02
